File,Line,Code
"src/server/models/__tests__/Candidate.test.ts",238,"constructor(..._args: any[]) {}"
"src/server/models/__tests__/Candidate.test.ts",241,"const createSpy = jest.fn((doc: any) => ({"
"fix-all-unknown-types.js",53,"content = content.replace(arrayMethodPattern, `(${varName}: any)`);"
"batch-fix-unknown.js",33,"// Fix each file by replacing (variable: unknown) with (variable: any)"
"batch-fix-unknown.js",42,"// Replace all (variable: unknown) patterns with (variable: any)"
"batch-fix-unknown.js",43,"content = content.replace(/\((\w+):\s*unknown\)/g, '($1: any)');"
"batch-fix-unknown.js",45,"// Replace results: unknown[] with results: any[]"
"batch-fix-unknown.js",46,"content = content.replace(/:\s*unknown\[\]/g, ': any[]');"
"qa/tests/00-landing.spec.ts",6,"const errors: any[] = [];"
"qa/tests/00-landing.spec.ts",9,"const failed: any[] = [];"
"qa/tests/01-login-and-sidebar.spec.ts",4,"async function login(page: any){"
"qa/tests/api-projects.spec.ts",17,"async function newAuthedRequest(playwright: any, baseURL: string | undefined, user = newUser()) {"
"qa/tests/api-projects.spec.ts",196,"(p: any) =>"
"qa/tests/06-acceptance-gates.spec.ts",6,"const errors:any[] = []; const failed:any[]=[];"
"qa/tests/06-acceptance-gates.spec.ts",6,"const errors:any[] = []; const failed:any[]=[];"
"qa/tests/lib-paytabs.create-payment.default.spec.ts",36,"const calls: any[] = [];"
"qa/tests/lib-paytabs.create-payment.default.spec.ts",37,"globalThis.fetch = ((...args: any[]) => {"
"qa/tests/lib-paytabs.create-payment.default.spec.ts",100,"globalThis.fetch = ((...args: any[]) => {"
"qa/tests/lib-paytabs.create-payment.default.spec.ts",145,"let lastBody: any;"
"qa/tests/lib-paytabs.create-payment.default.spec.ts",146,"globalThis.fetch = ((...args: any[]) => {"
"qa/tests/lib-paytabs.create-payment.default.spec.ts",173,"globalThis.fetch = ((..._args: any[]) => {"
"qa/tests/lib-paytabs.create-payment.default.spec.ts",186,"globalThis.fetch = ((..._args: any[]) => {"
"qa/tests/lib-paytabs.create-payment.default.spec.ts",207,"globalThis.fetch = ((..._args: any[]) => Promise.reject('string error')) as any;"
"qa/tests/lib-paytabs.create-payment.default.spec.ts",207,"globalThis.fetch = ((..._args: any[]) => Promise.reject('string error')) as any;"
"qa/tests/lib-paytabs.create-payment.default.spec.ts",227,"let bodyObj: any;"
"qa/tests/lib-paytabs.create-payment.default.spec.ts",228,"globalThis.fetch = ((...args: any[]) => {"
"qa/tests/07-marketplace-page.spec.ts",12,"function mockApi(route: any, payload: any, status: number = 200, headers: Record<string,string> = {}) {"
"qa/tests/07-marketplace-page.spec.ts",12,"function mockApi(route: any, payload: any, status: number = 200, headers: Record<string,string> = {}) {"
"qa/tests/lib-paytabs.create-payment.custom-base.spec.ts",12,"const calls: any[] = [];"
"qa/tests/lib-paytabs.create-payment.custom-base.spec.ts",13,"globalThis.fetch = ((...args: any[]) => {"
"qa/tests/lib-paytabs.create-payment.custom-base.spec.ts",38,"const calls: any[] = [];"
"qa/tests/lib-paytabs.create-payment.custom-base.spec.ts",39,"globalThis.fetch = ((...args: any[]) => {"
"qa/tests/lib-paytabs.create-payment.custom-base.spec.ts",70,"globalThis.fetch = ((..._args: any[]) => Promise.reject(new Error('Connection refused'))) as any;"
"qa/tests/lib-paytabs.create-payment.custom-base.spec.ts",70,"globalThis.fetch = ((..._args: any[]) => Promise.reject(new Error('Connection refused'))) as any;"
"qa/tests/lib-paytabs.create-payment.custom-base.spec.ts",74,"globalThis.fetch = ((..._args: any[]) => Promise.resolve({ json: async () => { throw new Error('Invalid JSON'); } } as any)) as any;"
"qa/tests/lib-paytabs.create-payment.custom-base.spec.ts",74,"globalThis.fetch = ((..._args: any[]) => Promise.resolve({ json: async () => { throw new Error('Invalid JSON'); } } as any)) as any;"
"qa/tests/lib-paytabs.create-payment.custom-base.spec.ts",74,"globalThis.fetch = ((..._args: any[]) => Promise.resolve({ json: async () => { throw new Error('Invalid JSON'); } } as any)) as any;"
"qa/tests/lib-paytabs.create-payment.custom-base.spec.ts",78,"globalThis.fetch = ((...args: any[]) => Promise.resolve({ json: async () => ({}) } as any)) as any;"
"qa/tests/lib-paytabs.create-payment.custom-base.spec.ts",78,"globalThis.fetch = ((...args: any[]) => Promise.resolve({ json: async () => ({}) } as any)) as any;"
"qa/tests/lib-paytabs.create-payment.custom-base.spec.ts",78,"globalThis.fetch = ((...args: any[]) => Promise.resolve({ json: async () => ({}) } as any)) as any;"
"qa/tests/lib-paytabs.create-payment.custom-base.spec.ts",82,"const calls: any[] = [];"
"qa/tests/lib-paytabs.create-payment.custom-base.spec.ts",83,"globalThis.fetch = ((...args: any[]) => {"
"qa/tests/lib-paytabs.base-and-hpp.spec.ts",32,"const calls: any[] = [];"
"qa/tests/lib-paytabs.base-and-hpp.spec.ts",33,"globalThis.fetch = ((...args: any[]) => {"
"qa/tests/lib-paytabs.base-and-hpp.spec.ts",61,"const calls: any[] = [];"
"qa/tests/lib-paytabs.base-and-hpp.spec.ts",62,"globalThis.fetch = ((...args: any[]) => {"
"qa/tests/lib-paytabs.base-and-hpp.spec.ts",80,"globalThis.fetch = ((..._args: any[]) => {"
"qa/tests/lib-paytabs.base-and-hpp.spec.ts",96,"const calls: any[] = [];"
"qa/tests/lib-paytabs.base-and-hpp.spec.ts",97,"globalThis.fetch = ((...args: any[]) => {"
"qa/consoleHijack.ts",1,"export type ConsoleRecord = { level:'error'|'warn'|'info', args:any[], time:number };"
"qa/consoleHijack.ts",4,"const wrap = (level:'error'|'warn'|'info') => (...args:any[]) => {"
"qa/ErrorBoundary.tsx",8,"static getDerivedStateFromError(err: any) {"
"qa/ErrorBoundary.tsx",11,"componentDidCatch(error: any, info: any) {"
"qa/ErrorBoundary.tsx",11,"componentDidCatch(error: any, info: any) {"
"qa/AutoFixAgent.tsx",18,"meta?: any;"
"qa/AutoFixAgent.tsx",105,"window.addEventListener('fixzit:errorBoundary', (e:any) => {"
"qa/AutoFixAgent.tsx",138,"} catch (err:any) {"
"lib/auth.test.ts",30,"const signSpy = jest.fn((payload: object, _secret: string, _opts?: any) => {"
"lib/auth.test.ts",229,"findOne: jest.fn(async (q: any) => {"
"fix-unknown-types.js",48,"{ regex: new RegExp(`\\.filter\\(\\(${varName}:\\s*unknown\\)`, 'g'), replacement: `.filter((${varName}: any)` },"
"fix-unknown-types.js",49,"{ regex: new RegExp(`\\.map\\(\\(${varName}:\\s*unknown\\)`, 'g'), replacement: `.map((${varName}: any)` },"
"fix-unknown-types.js",50,"{ regex: new RegExp(`\\.forEach\\(\\(${varName}:\\s*unknown\\)`, 'g'), replacement: `.forEach((${varName}: any)` },"
"fix-unknown-types.js",51,"{ regex: new RegExp(`\\.find\\(\\(${varName}:\\s*unknown\\)`, 'g'), replacement: `.find((${varName}: any)` },"
"fix-unknown-types.js",52,"{ regex: new RegExp(`\\.some\\(\\(${varName}:\\s*unknown\\)`, 'g'), replacement: `.some((${varName}: any)` },"
"fix-unknown-types.js",53,"{ regex: new RegExp(`\\.every\\(\\(${varName}:\\s*unknown\\)`, 'g'), replacement: `.every((${varName}: any)` },"
"tests/scripts/seed-marketplace.ts.test.ts",55,"static instance: any;"
"tests/scripts/seed-marketplace.mjs.test.ts",91,"const mod: any = await importTargetModule()"
"tests/scripts/seed-marketplace.mjs.test.ts",99,"(x: any) => x.locale === 'en' && x.term === 'ac filter',"
"tests/scripts/seed-marketplace.mjs.test.ts",119,"const mod: any = await importTargetModule()"
"tests/scripts/seed-marketplace.mjs.test.ts",124,"(x: any) => x.locale === 'en' && x.term === 'ac filter',"
"tests/scripts/seed-marketplace.mjs.test.ts",137,"(x: any) => x.locale === 'en' && x.term === 'ac filter',"
"tests/scripts/seed-marketplace.mjs.test.ts",156,"const mod: any = await importTargetModule()"
"tests/scripts/seed-marketplace.mjs.test.ts",204,"const mod: any = await importTargetModule()"
"tests/scripts/seed-marketplace.mjs.test.ts",228,"const mod: any = await importTargetModule()"
"tests/models/SearchSynonym.test.ts",7,"function withIsolatedModule<T>(env: Record<string, string | undefined>, mocks: { [k: string]: any }, loader: () => T): T {"
"tests/models/SearchSynonym.test.ts",85,"Schema: function(this: any, ...args: any[]) { return new (mockSchemaCtor as any)(...args) },"
"tests/models/SearchSynonym.test.ts",85,"Schema: function(this: any, ...args: any[]) { return new (mockSchemaCtor as any)(...args) },"
"tests/models/SearchSynonym.test.ts",85,"Schema: function(this: any, ...args: any[]) { return new (mockSchemaCtor as any)(...args) },"
"tests/models/SearchSynonym.test.ts",108,"Schema: function(this: any, ...args: any[]) { return new (mockSchemaCtor as any)(...args) },"
"tests/models/SearchSynonym.test.ts",108,"Schema: function(this: any, ...args: any[]) { return new (mockSchemaCtor as any)(...args) },"
"tests/models/SearchSynonym.test.ts",108,"Schema: function(this: any, ...args: any[]) { return new (mockSchemaCtor as any)(...args) },"
"tests/models/SearchSynonym.test.ts",128,"const schemaOptsRef: any = { timestamps: true }"
"tests/models/SearchSynonym.test.ts",129,"const schemaArgRef: any = {"
"tests/models/SearchSynonym.test.ts",137,"public def: any"
"tests/models/SearchSynonym.test.ts",138,"public opts: any"
"tests/models/SearchSynonym.test.ts",139,"constructor(def: any, opts: any) {"
"tests/models/SearchSynonym.test.ts",139,"constructor(def: any, opts: any) {"
"tests/models/SearchSynonym.test.ts",168,"constructor(def: any, opts: any) {"
"tests/models/SearchSynonym.test.ts",168,"constructor(def: any, opts: any) {"
"tests/models/SearchSynonym.test.ts",217,"Schema: function(this: any, ...args: any[]) { return new (mockSchemaCtor as any)(...args) },"
"tests/models/SearchSynonym.test.ts",217,"Schema: function(this: any, ...args: any[]) { return new (mockSchemaCtor as any)(...args) },"
"tests/models/SearchSynonym.test.ts",217,"Schema: function(this: any, ...args: any[]) { return new (mockSchemaCtor as any)(...args) },"
"tests/models/candidate.test.ts",53,"const records: any[] = [];"
"tests/models/candidate.test.ts",66,"async create(doc: any) {"
"tests/models/candidate.test.ts",176,"const RealCandidate: any ="
"tests/models/candidate.test.ts",194,"const RealCandidate: any ="
"tests/models/MarketplaceProduct.test.ts",8,"let MarketplaceProduct: any;"
"tests/models/MarketplaceProduct.test.ts",17,"let loadedModule: any = null;"
"tests/models/MarketplaceProduct.test.ts",26,"let lastError: any = null;"
"tests/models/MarketplaceProduct.test.ts",56,"const messages = Object.values((err as any).errors || {}).map((e: any) => e.path);"
"tests/models/MarketplaceProduct.test.ts",56,"const messages = Object.values((err as any).errors || {}).map((e: any) => e.path);"
"tests/models/MarketplaceProduct.test.ts",134,"text: Object.values(spec).some((v: any) => v === 'text'),"
"tests/models/MarketplaceProduct.test.ts",191,"const priceErrorPaths = Object.values((err?.errors ?? {})).map((e: any) => e.path);"
"tests/models/MarketplaceProduct.test.ts",193,"const hasListPriceError = priceErrorPaths.some((p: any) => String(p).endsWith('.listPrice') || String(p).includes('prices.0.listPrice'));"
"tests/tools.spec.ts",5,"let mod: any;"
"tests/tools.spec.ts",6,"let executeTool: any;"
"tests/tools.spec.ts",7,"let detectToolFromMessage: any;"
"tests/tools.spec.ts",97,"let tools: any;"
"tests/tools.spec.ts",103,"const makeSession = (overrides: Partial<any> = {}): any => ({"
"tests/tools.spec.ts",103,"const makeSession = (overrides: Partial<any> = {}): any => ({"
"tests/api/lib-paytabs.test.ts",300,"sign: vi.fn(async (_algo: string, _key: any, _data: ArrayBuffer) => {"
"tests/api/marketplace/search.route.impl.ts",10,"var __mp_find_calls__: any[];"
"tests/api/marketplace/search.route.impl.ts",11,"var __mp_sort_calls__: any[];"
"tests/api/marketplace/search.route.impl.ts",12,"var __mp_limit_calls__: any[];"
"tests/api/marketplace/search.route.impl.ts",42,"find(filter: any) {"
"tests/api/marketplace/search.route.impl.ts",45,"sort(sortArg: any) {"
"tests/api/marketplace/products/route.test.ts",13,"json: (body: any, init?: ResponseInit) => {"
"tests/api/marketplace/products/route.test.ts",50,"serializeCategory: (doc: any) => doc"
"tests/api/marketplace/products/route.test.ts",55,"let GET: any;"
"tests/api/marketplace/products/route.test.ts",56,"let resolveMarketplaceContext: any;"
"tests/api/marketplace/products/route.test.ts",57,"let findProductBySlug: any;"
"tests/api/marketplace/products/route.test.ts",58,"let Category: any;"
"tests/api/marketplace/products/route.test.ts",83,"const res: any = await callGET('unknown-slug');"
"tests/api/marketplace/products/route.test.ts",97,"const res: any = await callGET('toy');"
"tests/api/paytabs-callback.test.ts",64,"type JsonCall = { body: any; init?: ResponseInit };"
"tests/api/paytabs-callback.test.ts",66,"const mockNextResponseJson = vi.fn((body: any, init?: ResponseInit) => {"
"tests/api/paytabs-callback.test.ts",91,"generateZATCAQR: (...args: any[]) => mockGenerateZATCAQR(...args),"
"tests/api/paytabs-callback.test.ts",96,"validateCallbackRaw: (...args: any[]) => mockValidateCallbackRaw(...args),"
"tests/unit/components/ErrorBoundary.test.tsx",21,"return (factory: any, _opts: any) => {"
"tests/unit/components/ErrorBoundary.test.tsx",21,"return (factory: any, _opts: any) => {"
"tests/unit/components/ErrorBoundary.test.tsx",47,"let ErrorBoundary: any;"
"tests/unit/components/ErrorBoundary.test.tsx",354,"const calls = (global.fetch as ReturnType<typeof vi.fn>).mock.calls.filter(([url]: any[]) => url === '/api/qa/log');"
"tests/unit/models/HelpArticle.test.ts",82,"schemaInfo: any;"
"tests/unit/models/HelpArticle.test.ts",137,"const hasText = idx.some((entry: any) => {"
"tests/unit/models/CmsPage.test.ts",21,"static data: any[] = [];"
"tests/unit/models/CmsPage.test.ts",25,"static async create(doc: any) {"
"tests/unit/models/CmsPage.test.ts",30,"static async findOne(query: any) {"
"tests/unit/models/CmsPage.test.ts",41,"function matchesQuery(doc: any, q: any) {"
"tests/unit/models/CmsPage.test.ts",41,"function matchesQuery(doc: any, q: any) {"
"tests/unit/models/CmsPage.test.ts",51,"const mod: any = await importCmsPageModule();"
"tests/unit/models/CmsPage.test.ts",58,"const mod: any = await importCmsPageModule();"
"tests/unit/models/CmsPage.test.ts",81,"let CmsPage: any;"
"tests/unit/models/CmsPage.test.ts",87,"const mod: any = await importCmsPageModule();"
"tests/unit/api/api-paytabs-callback.spec.ts",68,"type JsonCall = { body: any; init?: ResponseInit };"
"tests/unit/api/api-paytabs-callback.spec.ts",70,"const mockNextResponseJson = vi.fn((body: any, init?: ResponseInit) => {"
"tests/unit/api/api-paytabs-callback.spec.ts",95,"generateZATCAQR: (...args: any[]) => mockGenerateZATCAQR(...args),"
"tests/unit/api/api-paytabs-callback.spec.ts",100,"validateCallbackRaw: (...args: any[]) => mockValidateCallbackRaw(...args),"
"tests/unit/api/support/incidents.route.test.ts",25,"json: vi.fn((payload: any, init?: { status?: number }) => ({"
"tests/unit/api/support/incidents.route.test.ts",45,"create: vi.fn(async (doc: any) => ({ ...doc, code: doc.code || 'SUP-2024-99999' })),"
"tests/unit/api/support/incidents.route.test.ts",51,"let POST: any;"
"tests/unit/api/support/incidents.route.test.ts",52,"let NextResponse: any;"
"tests/unit/api/support/incidents.route.test.ts",53,"let getNativeDb: any;"
"tests/unit/api/support/incidents.route.test.ts",54,"let SupportTicket: any;"
"tests/unit/api/support/incidents.route.test.ts",84,"function mkReq(body: any): NextRequest {"
"tests/unit/api/qa/alert.route.test.ts",28,"const asNextRequest = (obj: Partial<NextRequestLike>): any => obj as any;"
"tests/unit/api/qa/alert.route.test.ts",28,"const asNextRequest = (obj: Partial<NextRequestLike>): any => obj as any;"
"tests/unit/api/api-paytabs.spec.ts",15,"json: (data: any, init?: ResponseInit) => {"
"tests/unit/api/api-paytabs.spec.ts",42,"const makeReq = (body: any) => ({ json: async () => body } as unknown as NextRequest)"
"tests/unit/api/api-paytabs.spec.ts",81,"finally(cb: any) { cb?.(); return this },"
"tests/unit/api/api-paytabs.spec.ts",124,"finally(cb: any) { cb?.(); return this },"
"tests/unit/api/api-paytabs.spec.ts",153,"finally(cb: any) { cb?.(); return this },"
"tests/unit/api/api-paytabs.spec.ts",171,"finally(cb: any) { cb?.(); return this },"
"tests/unit/api/api-paytabs.spec.ts",186,"fetchSpy.mockImplementationOnce((_url: string, opts: any) => {"
"tests/ats.scoring.test.ts",15,"let mod: any;"
"tests/pages/marketplace.page.test.ts",15,"const MockLink = ({ href, className, children }: any) =>"
"tests/pages/marketplace.page.test.ts",51,"function mockFetchOk(data: any) {"
"tests/pages/product.slug.page.test.ts",19,"default: ({ href, className, children }: any) => React.createElement('a', { href, className }, children),"
"tests/pages/product.slug.page.test.ts",23,"let ProductPage: any;"
"tests/pages/product.slug.page.test.ts",48,"const attrItems = (p.attributes || []).slice(0, 6).map((a: any, i: number) =>"
"tests/pages/product.slug.page.test.ts",97,"async function renderServerComponent(Comp: any, props: any) {"
"tests/pages/product.slug.page.test.ts",97,"async function renderServerComponent(Comp: any, props: any) {"
"tests/vitest.config.test.ts",28,"function resolveSetupPaths(paths: string[], alias: any): string[] {"
"tests/vitest.config.test.ts",120,"alias.forEach((entry: any) => {"
"tests/paytabs.test.ts",356,"const ids = methods.map((m: any) => m.id);"
"tests/e2e/database.spec.ts",93,"const foundProperty = data.items.find((p: any) => p.code === 'E2E-TEST-001');"
"tests/e2e/database.spec.ts",163,"const codes = data.items.map((item: any) => item.code);"
"i18n/useI18n.test.ts",191,"wrapper: (p: any) => React.createElement(Wrapper, p),"
"i18n/I18nProvider.test.tsx",53,"function CaptureContext(props: { onValue?: (v: any) => void }) {"
"i18n/I18nProvider.test.tsx",109,"let ctxRef: any;"
"i18n/I18nProvider.test.tsx",167,"let ctxRef: any;"
"i18n/I18nProvider.test.tsx",212,"let ctxRef: any;"
"i18n/I18nProvider.test.tsx",285,"let ctxRef: any;"
"contexts/TranslationContext.test.tsx",28,"I18nProvider: ({ initialLocale, children }: { initialLocale?: any; children: ReactNode }) => ("
"tools/wo-smoke.ts",10,"async function call(path: string, init: any = {}) {"
"tools/wo-smoke.ts",14,"let body: any;"
"providers/Providers.test.tsx",59,"constructor(props: any) {"
"server/models/__tests__/Candidate.test.ts",35,"constructor(..._args: any[]) {}"
"server/models/__tests__/Candidate.test.ts",52,"static find: any = vi.fn();"
"server/models/__tests__/Candidate.test.ts",128,"let findOneSpy: any;"
"server/models/__tests__/Candidate.test.ts",138,"constructor(..._args: any[]) {}"
"server/models/__tests__/Candidate.test.ts",169,"const doc: any = { id: 'db-1', orgId, email };"
"server/models/__tests__/Candidate.test.ts",191,"constructor(..._args: any[]) {}"
"server/models/__tests__/Candidate.test.ts",197,"create: vi.fn((doc: any) => {"
"server/models/__tests__/Candidate.test.ts",237,"constructor(..._args: any[]) {}"
"server/models/__tests__/Candidate.test.ts",240,"const createSpy = vi.fn((doc: any) => ({"
"server/work-orders/wo.service.test.ts",71,"mocked.withIdempotency.mockImplementation(async (_key: string, cb: any) => cb());"
"server/work-orders/wo.service.test.ts",142,"const input: any = { status: ""completed"" }; // Test: invalid transition from NEW - intentionally wrong type"
"app/api/marketplace/categories/route.test.ts",16,"const makeCollections = (distinctValues: unknown[] = [], categoryDocs: any[] = []) => {"
"app/api/marketplace/products/[slug]/route.test.ts",48,"const doc: any = {"
"app/api/marketplace/products/[slug]/route.test.ts",74,"const doc: any = {"
"app/api/marketplace/products/[slug]/route.test.ts",91,"const doc: any = {"
"app/api/marketplace/products/[slug]/route.test.ts",108,"const doc: any = {"
"app/api/marketplace/products/[slug]/route.test.ts",125,"const doc: any = {"
"app/api/marketplace/products/[slug]/route.test.ts",141,"const doc: any = {"
"app/api/marketplace/products/[slug]/route.test.ts",158,"const doc: any = {"
"app/api/marketplace/products/[slug]/route.test.ts",182,"const doc: any = { slug: 'unique-slug', prices: [], inventories: [] };"
"app/api/marketplace/search/route.test.ts",26,"json: (body: any, init?: any) => {"
"app/api/marketplace/search/route.test.ts",26,"json: (body: any, init?: any) => {"
"app/api/marketplace/search/route.test.ts",38,"findOne: (...args: any[]) => findOneMock(...args),"
"app/api/marketplace/search/route.test.ts",47,"find: (...args: any[]) => productFindMock(...args),"
"app/api/marketplace/search/route.test.ts",52,"let GET: any"
"app/api/marketplace/search/route.test.ts",59,"function makeReq(url: string): any {"
"app/api/public/rfqs/route.test.ts",28,"const chain: any = {"
"app/api/public/rfqs/route.test.ts",59,"const readJson = async (res: any) => {"
"app/product/[slug]/__tests__/page.spec.tsx",14,"const MockLink = ({ href, className, children }: any) => <a href={href} className={className}>{children}</a>;"
"app/marketplace/rfq/page.test.tsx",19,"Card: ({ children, className }: any) => <div data-testid=""Card"" className={className}>{children}</div>,"
"app/marketplace/rfq/page.test.tsx",20,"CardContent: ({ children, className }: any) => <div data-testid=""CardContent"" className={className}>{children}</div>,"
"app/marketplace/rfq/page.test.tsx",21,"CardHeader: ({ children, className }: any) => <div data-testid=""CardHeader"" className={className}>{children}</div>,"
"app/marketplace/rfq/page.test.tsx",22,"CardTitle: ({ children, className }: any) => <div data-testid=""CardTitle"" className={className}>{children}</div>,"
"app/marketplace/rfq/page.test.tsx",25,"Badge: ({ children, className, variant }: any) => <span data-testid=""Badge"" data-variant={variant} className={className}>{children}</span>,"
"app/marketplace/rfq/page.test.tsx",28,"Button: ({ children, className, onClick, variant }: any) => <button data-testid=""Button"" data-variant={variant} className={className} onClick={onClick"
"app/marketplace/rfq/page.test.tsx",31,"Input: ({ value, onChange, placeholder, className }: any) => ("
"app/marketplace/rfq/page.test.tsx",42,"Select: ({ value, onValueChange, children }: any) => ("
"app/marketplace/rfq/page.test.tsx",47,"SelectContent: ({ children }: any) => <>{children}</>,"
"app/marketplace/rfq/page.test.tsx",48,"SelectItem: ({ value, children }: any) => <option value={value}>{children}</option>,"
"app/marketplace/rfq/page.test.tsx",51,"Dialog: ({ children, open, onOpenChange }: any) => (open ? <div data-testid=""Dialog"" onClick={() => onOpenChange?.(false)}>{children}</div> : null),"
"app/marketplace/rfq/page.test.tsx",52,"DialogContent: ({ children, className }: any) => <div data-testid=""DialogContent"" className={className}>{children}</div>,"
"app/marketplace/rfq/page.test.tsx",53,"DialogHeader: ({ children }: any) => <div data-testid=""DialogHeader"">{children}</div>,"
"app/marketplace/rfq/page.test.tsx",54,"DialogTitle: ({ children, className }: any) => <div data-testid=""DialogTitle"" className={className}>{children}</div>,"
"app/marketplace/rfq/page.test.tsx",58,"default: ({ isOpen }: any) => (isOpen ? <div data-testid=""LoginPrompt"">Login Prompt</div> : null),"
"app/marketplace/rfq/page.test.tsx",63,"get: (_target, prop: string) => (props: any) => <span data-icon={prop} {...props} />"
"app/marketplace/rfq/page.test.tsx",220,"const returns: any[] = []"
"app/marketplace/rfq/page.test.tsx",221,"mockedUseSWR.mockImplementation((key: any, _fetcher: any, _opts: any) => {"
"app/marketplace/rfq/page.test.tsx",221,"mockedUseSWR.mockImplementation((key: any, _fetcher: any, _opts: any) => {"
"app/marketplace/rfq/page.test.tsx",221,"mockedUseSWR.mockImplementation((key: any, _fetcher: any, _opts: any) => {"
"app/marketplace/rfq/page.test.tsx",243,"mockedUseSWR.mockImplementation((key: any) => {"
"app/fm/marketplace/page.test.tsx",17,"const dynamicCalls: Array<{ loader: Function; options?: any }> = [];"
"app/fm/marketplace/page.test.tsx",21,"return (loader: Function, options?: any) => {"
"app/fm/marketplace/page.test.tsx",28,"const DynamicWrapper = (props: any) => {"
"app/fm/marketplace/page.test.tsx",33,".then((mod: any) => {"
"app/fm/marketplace/page.test.tsx",46,"const MockCatalogView = (props: any) => {"
"app/test/api_help_articles_route.test.ts",17,"json: vi.fn((data: any, init?: ResponseInit) => {"
"app/test/api_help_articles_route.test.ts",88,"function buildMockCursor(items: any[] = []) {"
"app/test/api_help_articles_route.test.ts",89,"const chain: any = {"
"app/test/api_help_articles_route.test.ts",93,"sort: vi.fn(function (this: any, arg: any) {"
"app/test/api_help_articles_route.test.ts",93,"sort: vi.fn(function (this: any, arg: any) {"
"app/test/api_help_articles_route.test.ts",97,"skip: vi.fn(function (this: any, n: number) {"
"app/test/api_help_articles_route.test.ts",101,"limit: vi.fn(function (this: any, n: number) {"
"app/test/api_help_articles_route.test.ts",114,"items?: any[]"
"app/test/api_help_articles_route.test.ts",222,"const expectedFilter: any = { status: 'PUBLISHED', $text: { $search: q } }"
"app/test/help_ai_chat_page.test.tsx",14,"let AIChatPage: any"
