File,Line,Code
"scripts/fixzit-comprehensive-audit.js",415,"console.log('\n' + colors.bright + colors.cyan + '════════════════════════════════════════════════════════════════');"
"scripts/fixzit-comprehensive-audit.js",416,"console.log('                 FIXZIT SOUQ AUDIT REPORT V2                    ');"
"scripts/fixzit-comprehensive-audit.js",417,"console.log('                    POST-FIX ANALYSIS                           ');"
"scripts/fixzit-comprehensive-audit.js",418,"console.log('════════════════════════════════════════════════════════════════' + colors.reset);"
"scripts/fixzit-comprehensive-audit.js",420,"console.log('\n' + colors.bright + '📊 SUMMARY' + colors.reset);"
"scripts/fixzit-comprehensive-audit.js",421,"console.log('├─ Timestamp: ' + auditResults.timestamp);"
"scripts/fixzit-comprehensive-audit.js",422,"console.log('├─ Files Scanned: ' + auditResults.statistics.totalFiles);"
"scripts/fixzit-comprehensive-audit.js",423,"console.log('├─ Files with Issues: ' + colors.red + auditResults.statistics.filesWithIssues + colors.reset);"
"scripts/fixzit-comprehensive-audit.js",424,"console.log('├─ Files Fixed: ' + colors.green + auditResults.statistics.filesFixed + colors.reset);"
"scripts/fixzit-comprehensive-audit.js",425,"console.log('├─ Security Score: ' + getScoreColor(auditResults.statistics.securityScore) + auditResults.statistics.securityScore + '%' + colors.reset)"
"scripts/fixzit-comprehensive-audit.js",426,"console.log('└─ Total Issues: ' + colors.yellow + issuesFound + colors.reset + ' remaining (from 620 original)');"
"scripts/fixzit-comprehensive-audit.js",428,"console.log('\n' + colors.bright + '✅ FIXES APPLIED' + colors.reset);"
"scripts/fixzit-comprehensive-audit.js",429,"console.log('├─ Issues Fixed: ' + colors.green + issuesFixed + colors.reset);"
"scripts/fixzit-comprehensive-audit.js",430,"console.log('├─ Success Rate: ' + colors.green + Math.round((issuesFixed / 620) * 100) + '%' + colors.reset);"
"scripts/fixzit-comprehensive-audit.js",431,"console.log('└─ Improvement: ' + colors.green + (620 - issuesFound) + ' issues resolved' + colors.reset);"
"scripts/fixzit-comprehensive-audit.js",434,"console.log('\n' + colors.bright + '🔴 REMAINING ISSUES' + colors.reset);"
"scripts/fixzit-comprehensive-audit.js",439,"console.log('\n' + colors.yellow + category.toUpperCase() + ' (' + issues.length + ')' + colors.reset);"
"scripts/fixzit-comprehensive-audit.js",450,"console.log('  📁 ' + file);"
"scripts/fixzit-comprehensive-audit.js",452,"console.log('     └─ ' + issue.issue);"
"scripts/fixzit-comprehensive-audit.js",461,"console.log('\n' + colors.bright + colors.green + '✨ IMPROVEMENTS IMPLEMENTED' + colors.reset);"
"scripts/fixzit-comprehensive-audit.js",463,"console.log('  ✓ ' + imp.issue);"
"scripts/fixzit-comprehensive-audit.js",466,"console.log('  ... and ' + (improvements.length - 10) + ' more');"
"scripts/fixzit-comprehensive-audit.js",471,"console.log('\n' + colors.bright + '💡 RECOMMENDATIONS' + colors.reset);"
"scripts/fixzit-comprehensive-audit.js",473,"console.log('  🔴 ' + colors.red + 'CRITICAL: Fix syntax errors immediately' + colors.reset);"
"scripts/fixzit-comprehensive-audit.js",476,"console.log('  🟡 HIGH: Complete security middleware implementation');"
"scripts/fixzit-comprehensive-audit.js",479,"console.log('  🟡 MEDIUM: Add error handling to remaining async operations');"
"scripts/fixzit-comprehensive-audit.js",481,"console.log('  🟢 LOW: Replace remaining console.log with logger');"
"scripts/fixzit-comprehensive-audit.js",481,"console.log('  🟢 LOW: Replace remaining console.log with logger');"
"scripts/fixzit-comprehensive-audit.js",486,"console.log('\n' + colors.green + '📄 Full report saved to: ' + reportPath + colors.reset);"
"scripts/fixzit-comprehensive-audit.js",488,"console.log('\n' + colors.bright + colors.cyan + '════════════════════════════════════════════════════════════════' + colors.reset);"
"scripts/fixzit-comprehensive-audit.js",489,"console.log(colors.bright + 'OVERALL STATUS: ' + getOverallStatus() + colors.reset);"
"scripts/fixzit-comprehensive-audit.js",490,"console.log(colors.cyan + '════════════════════════════════════════════════════════════════' + colors.reset + '\n');"
"scripts/fixzit-comprehensive-audit.js",513,"console.log(colors.cyan + 'Starting Fixzit Souq Audit v2...' + colors.reset);"
"scripts/fixzit-comprehensive-audit.js",520,"console.log('Scanning ' + dir + '...');"
"scripts/fix-translation-duplicates.js",74,"console.log(`Fixed ${fixes.length} duplicates in ${path.basename(filePath)}:`);"
"scripts/fix-translation-duplicates.js",76,"console.log(`  Line ${f.line}: ${f.oldKey} → ${f.newKey}`);"
"scripts/fix-translation-duplicates.js",79,"console.log(`No duplicates found in ${path.basename(filePath)}`);"
"scripts/fix-translation-duplicates.js",83,"console.log('Fixing duplicate keys in translation dictionaries...\n');"
"scripts/fix-translation-duplicates.js",85,"console.log('');"
"scripts/fix-translation-duplicates.js",87,"console.log('\nDone!');"
"scripts/rapid-enhance-all.js",160,"console.log(`✅ SKIP: ${filePath} (already enhanced)`);"
"scripts/rapid-enhance-all.js",164,"console.log(`🔧 ENHANCING: ${filePath}`);"
"scripts/rapid-enhance-all.js",175,"console.log(`   ✓ Added imports`);"
"scripts/rapid-enhance-all.js",176,"console.log(`   ✓ Added rate limiting`);"
"scripts/rapid-enhance-all.js",177,"console.log(`   ✓ Added OpenAPI docs`);"
"scripts/rapid-enhance-all.js",178,"console.log(`   ✓ Replaced responses`);"
"scripts/rapid-enhance-all.js",200,"console.log('🚀 RAPID API ROUTE ENHANCEMENT');"
"scripts/rapid-enhance-all.js",201,"console.log('================================\n');"
"scripts/rapid-enhance-all.js",204,"console.log(`📊 Found ${allRoutes.length} total route files`);"
"scripts/rapid-enhance-all.js",205,"console.log(`📊 Already enhanced: ${ENHANCED_ROUTES.size} routes`);"
"scripts/rapid-enhance-all.js",206,"console.log(`📊 Remaining: ${allRoutes.length - ENHANCED_ROUTES.size} routes\n`);"
"scripts/rapid-enhance-all.js",230,"console.log('\n================================');"
"scripts/rapid-enhance-all.js",231,"console.log('📊 ENHANCEMENT COMPLETE');"
"scripts/rapid-enhance-all.js",232,"console.log('================================');"
"scripts/rapid-enhance-all.js",233,"console.log(`✅ Enhanced: ${results.enhanced.length} routes`);"
"scripts/rapid-enhance-all.js",234,"console.log(`⏭️  Skipped: ${results.skipped.length} routes`);"
"scripts/rapid-enhance-all.js",235,"console.log(`❌ Errors: ${results.errors.length} routes`);"
"scripts/rapid-enhance-all.js",238,"console.log('\n❌ ERRORS:');"
"scripts/rapid-enhance-all.js",240,"console.log(`   ${path}: ${error}`);"
"scripts/rapid-enhance-all.js",244,"console.log('\n💡 Next steps:');"
"scripts/rapid-enhance-all.js",245,"console.log('   1. Review enhanced routes for correctness');"
"scripts/rapid-enhance-all.js",246,"console.log('   2. Adjust rate limits based on route sensitivity');"
"scripts/rapid-enhance-all.js",247,"console.log('   3. Enhance OpenAPI docs with full schemas');"
"scripts/rapid-enhance-all.js",248,"console.log('   4. Run: git add app/api && git commit -m ""feat: batch enhance API routes""');"
"scripts/rapid-enhance-all.js",249,"console.log('   5. Run: npm run lint && npm run build');"
"scripts/fixzit-security-fixes.js",134,"console.log('Admin user created. Password stored securely in environment variables.');"
"scripts/fixzit-security-fixes.js",151,"console.log(\`Created \${userData.role} with secure password\`);"
"scripts/fixzit-security-fixes.js",154,"console.log('Database seeded successfully');"
"scripts/fixzit-security-fixes.js",163,"console.log('✅ Fixed database/seed.js - removed hardcoded passwords');"
"scripts/fixzit-security-fixes.js",231,"console.log(\`Server running securely on port \${PORT}\`);"
"scripts/fixzit-security-fixes.js",235,"console.log('✅ Fixed server.js - added proper CORS configuration and security middleware');"
"scripts/fixzit-security-fixes.js",327,"console.log('✅ Fixed public/app.js - removed localStorage token storage and innerHTML XSS vulnerabilities');"
"scripts/fixzit-security-fixes.js",332,"console.log('✅ Created .env.example with secure configuration template');"
"scripts/fixzit-security-fixes.js",337,"console.log('🔒 Applying FIXZIT SOUQ Security Fixes...\n');"
"scripts/fixzit-security-fixes.js",350,"console.log('\n🎉 Security fixes applied successfully!');"
"scripts/fixzit-security-fixes.js",351,"console.log('\n📋 Next steps:');"
"scripts/fixzit-security-fixes.js",352,"console.log('1. Install security packages: npm install helmet express-rate-limit express-mongo-sanitize cookie-parser isomorphic-dompurify');"
"scripts/fixzit-security-fixes.js",353,"console.log('2. Create .env file: cp .env.example .env');"
"scripts/fixzit-security-fixes.js",354,"console.log('3. Replace files with fixed versions');"
"scripts/fixzit-security-fixes.js",355,"console.log('4. Restart your application');"
"scripts/test-auth-fix.js",7,"console.log('⚠️  Using test JWT_SECRET - change this in production!');"
"scripts/test-auth-fix.js",17,"console.log('✅ JWT generation works');"
"scripts/test-auth-fix.js",21,"console.log('✅ JWT verification works');"
"scripts/test-auth-fix.js",22,"console.log('   Decoded:', decoded);"
"scripts/test-auth-fix.js",27,"console.log('\n✅ Auth fixes applied successfully!');"
"scripts/test-auth-fix.js",28,"console.log('\nNext steps:');"
"scripts/test-auth-fix.js",29,"console.log('1. Set JWT_SECRET in your .env file');"
"scripts/test-auth-fix.js",30,"console.log('2. Restart your server: npm run dev');"
"scripts/test-auth-fix.js",31,"console.log('3. Test login endpoint: POST /api/auth/login');"
"scripts/fix-imports-now.ts",22,"if (fixedCount <= 10) console.log('Fixed: ' + file);"
"scripts/fix-imports-now.ts",31,"console.log('\n✅ Fixed ' + fixedCount + ' files');"
"scripts/test-server.js",4,"console.log('🧪 Testing Fixzit Souq Server Components...\n');"
"scripts/test-server.js",7,"console.log('1️⃣ Environment Check:');"
"scripts/test-server.js",8,"console.log('   ✅ NODE_ENV:', process.env.NODE_ENV || 'not set');"
"scripts/test-server.js",9,"console.log('   ✅ JWT_SECRET:', process.env.JWT_SECRET ? 'configured' : '❌ missing');"
"scripts/test-server.js",10,"console.log('   ✅ MONGODB_URI:', process.env.MONGODB_URI ? 'configured' : '❌ missing');"
"scripts/test-server.js",13,"console.log('\n2️⃣ Dependencies Check:');"
"scripts/test-server.js",16,"console.log('   ✅ express installed');"
"scripts/test-server.js",18,"console.log('   ✅ jsonwebtoken installed');"
"scripts/test-server.js",20,"console.log('   ✅ bcryptjs installed');"
"scripts/test-server.js",22,"console.log('   ✅ express-validator installed');"
"scripts/test-server.js",24,"console.log('   ❌ Missing dependency:', e.message);"
"scripts/test-server.js",28,"console.log('\n3️⃣ Middleware Check:');"
"scripts/test-server.js",31,"console.log('   ✅ asyncHandler loaded');"
"scripts/test-server.js",33,"console.log('   ✅ auth middleware loaded');"
"scripts/test-server.js",35,"console.log('   ✅ validation middleware loaded');"
"scripts/test-server.js",37,"console.log('   ❌ Middleware error:', e.message);"
"scripts/test-server.js",41,"console.log('\n4️⃣ Models Check:');"
"scripts/test-server.js",44,"console.log('   ✅ User model loaded');"
"scripts/test-server.js",46,"console.log('   ✅ Tenant model loaded');"
"scripts/test-server.js",48,"console.log('   ❌ Model error:', e.message);"
"scripts/test-server.js",52,"console.log('\n5️⃣ Routes Check:');"
"scripts/test-server.js",55,"console.log('   ✅ Auth routes loaded');"
"scripts/test-server.js",57,"console.log('   ❌ Routes error:', e.message);"
"scripts/test-server.js",60,"console.log('\n✅ All tests completed!');"
"scripts/test-server.js",61,"console.log('🚀 Ready to start server with: npm run dev\n');"
"scripts/seed-marketplace.ts",53,"console.log(`[Marketplace seed] Preparing data for tenant: ${tenantId}`);"
"scripts/seed-marketplace.ts",72,"console.log('✔ Marketplace seed complete (MockDB)');"
"scripts/scan-hex.js",94,"console.log('🎨 Fixzit Brand Color Scanner');"
"scripts/scan-hex.js",95,"console.log('================================\n');"
"scripts/scan-hex.js",111,"console.log('⚠️  No files found to scan');"
"scripts/scan-hex.js",115,"console.log(`📁 Scanning ${files.length} files...\n`);"
"scripts/scan-hex.js",160,"console.log('✅ All colors are approved!');"
"scripts/scan-hex.js",161,"console.log(`   Scanned: ${files.length} files`);"
"scripts/scan-hex.js",162,"console.log(`   Violations: 0\n`);"
"scripts/replace-string-in-file.ts",194,"console.log(JSON.stringify({ success: false, message: msg, totalFiles: 0, totalReplacements: 0 }));"
"scripts/replace-string-in-file.ts",253,"console.log(JSON.stringify(summary, null, 2));"
"scripts/replace-string-in-file.ts",260,"console.log(JSON.stringify({ success: false, message: msg }));"
"scripts/seedData.js",17,"console.log('🌱 Starting database seeding...');"
"scripts/seedData.js",21,"console.log('❌ SEEDING BLOCKED: Cannot run seeding in production environment');"
"scripts/seedData.js",22,"console.log('   Set NODE_ENV to development or remove this check to proceed');"
"scripts/seedData.js",31,"console.log('✅ Connected to MongoDB');"
"scripts/seedData.js",44,"console.log('🧹 Cleared existing data');"
"scripts/seedData.js",67,"console.log(`📊 Created Organization ${i} and Tenant ${i}`);"
"scripts/seedData.js",81,"console.log('🔑 Created deterministic admin account: admin@fixzit.co / Admin@1234');"
"scripts/seedData.js",107,"console.log(`👥 Created ${users.length} users across all organizations`);"
"scripts/seedData.js",150,"console.log(`🏢 Created ${properties.length} properties`);"
"scripts/seedData.js",167,"console.log('🏠 Created property owners');"
"scripts/seedData.js",200,"console.log(`🔧 Created ${workOrders.length} work orders`);"
"scripts/seedData.js",239,"console.log(`🏪 Created ${vendors.length} vendors`);"
"scripts/seedData.js",279,"console.log('💳 Created subscriptions for all organizations');"
"scripts/seedData.js",282,"console.log('\n🎉 Database seeding completed successfully!');"
"scripts/seedData.js",283,"console.log('📊 Summary:');"
"scripts/seedData.js",284,"console.log(`   • ${organizations.length} Organizations & Tenants`);"
"scripts/seedData.js",285,"console.log(`   • ${users.length} Users (all roles)`);"
"scripts/seedData.js",286,"console.log(`   • ${properties.length} Properties`);"
"scripts/seedData.js",287,"console.log(`   • ${workOrders.length} Work Orders`);"
"scripts/seedData.js",288,"console.log(`   • ${vendors.length} Vendors`);"
"scripts/seedData.js",289,"console.log(`   • ${organizations.length} Subscriptions`);"
"scripts/seedData.js",290,"console.log('\n✨ System ready for testing!');"
"scripts/seedData.js",296,"console.log('🔌 Disconnected from MongoDB');"
"scripts/remove-duplicates-safe.js",10,"console.log(`\n📝 Processing: ${filePath}`);"
"scripts/remove-duplicates-safe.js",72,"console.log(`   ⚠️  Duplicate '${key}' at line ${lineNum} (first at ${firstOccurrence.line})`);"
"scripts/remove-duplicates-safe.js",120,"console.log(`   ✅ No duplicates found`);"
"scripts/remove-duplicates-safe.js",130,"console.log(`   ✅ Removed ${linesToRemove.size} lines`);"
"scripts/remove-duplicates-safe.js",138,"console.log('🔧 Removing duplicate keys (structure-aware)...');"
"scripts/remove-duplicates-safe.js",143,"console.log(`\n📊 Summary:`);"
"scripts/remove-duplicates-safe.js",144,"console.log(`   en.ts: ${enRemoved} lines removed`);"
"scripts/remove-duplicates-safe.js",145,"console.log(`   ar.ts: ${arRemoved} lines removed`);"
"scripts/remove-duplicates-safe.js",146,"console.log(`\n✅ Done! Run 'npm run typecheck' to verify.`);"
"scripts/setup-indexes.ts",4,"console.log('Setting up database indexes...');"
"scripts/setup-indexes.ts",7,"console.log('⚠️  MONGODB_URI not set - skipping index creation');"
"scripts/setup-indexes.ts",11,"console.log('✅ Database indexes created successfully');"
"scripts/seed-realdb.ts",119,"console.log('✅ Real DB seed complete (FM):', {"
"scripts/security-audit.js",40,"console.log(`${statusColor} ${severityColor}[${severity.toUpperCase()}]${colors.reset} ${name}: ${message}`);"
"scripts/security-audit.js",43,"console.log(colors.bright + colors.cyan + '🔐 FIXZIT SOUQ SECURITY AUDIT' + colors.reset);"
"scripts/security-audit.js",44,"console.log('═══════════════════════════════════════════════════════');"
"scripts/security-audit.js",47,"console.log('\n' + colors.bright + '1. JWT Security Configuration' + colors.reset);"
"scripts/security-audit.js",66,"console.log('\n' + colors.bright + '2. Authentication Middleware' + colors.reset);"
"scripts/security-audit.js",100,"console.log('\n' + colors.bright + '3. Input Validation Security' + colors.reset);"
"scripts/security-audit.js",127,"console.log('\n' + colors.bright + '4. Security Package Dependencies' + colors.reset);"
"scripts/security-audit.js",154,"console.log('\n' + colors.bright + '5. Environment Configuration' + colors.reset);"
"scripts/security-audit.js",187,"console.log('\n' + colors.bright + colors.cyan + '🎯 SECURITY AUDIT RESULTS' + colors.reset);"
"scripts/security-audit.js",188,"console.log('═══════════════════════════════════════════════════════');"
"scripts/security-audit.js",189,"console.log(`📊 Security Score: ${auditResults.securityScore >= 80 ? colors.green : auditResults.securityScore >= 60 ? colors.yellow : colors.red}${au"
"scripts/security-audit.js",190,"console.log(`✅ Passed Checks: ${colors.green}${passedChecks}${colors.reset}/${totalChecks}`);"
"scripts/security-audit.js",191,"console.log(`🚨 Critical Issues: ${auditResults.criticalIssues > 0 ? colors.red : colors.green}${auditResults.criticalIssues}${colors.reset}`);"
"scripts/security-audit.js",194,"console.log('\n' + colors.green + colors.bright + '🎉 SECURITY STATUS: EXCELLENT' + colors.reset);"
"scripts/security-audit.js",195,"console.log(colors.green + '   Your Fixzit Souq platform is properly secured!' + colors.reset);"
"scripts/security-audit.js",197,"console.log('\n' + colors.yellow + colors.bright + '⚠️  SECURITY STATUS: GOOD' + colors.reset);"
"scripts/security-audit.js",198,"console.log(colors.yellow + '   Most security measures implemented, minor improvements needed' + colors.reset);"
"scripts/security-audit.js",200,"console.log('\n' + colors.red + colors.bright + '🚨 SECURITY STATUS: CRITICAL ISSUES FOUND' + colors.reset);"
"scripts/security-audit.js",201,"console.log(colors.red + '   Immediate action required to fix critical vulnerabilities!' + colors.reset);"
"scripts/security-audit.js",207,"console.log(`\n📄 Detailed report saved to: ${reportFile}`);"
"scripts/test-mongo-connection.ts",11,"console.log('🚀 MongoDB Connection Test Suite');"
"scripts/test-mongo-connection.ts",12,"console.log('================================\n');"
"scripts/test-mongo-connection.ts",15,"console.log('🔍 Testing MongoDB connection...');"
"scripts/test-mongo-connection.ts",16,"console.log('📊 Using unified MongoDB connection');"
"scripts/test-mongo-connection.ts",20,"console.log('✅ Database connection established');"
"scripts/test-mongo-connection.ts",24,"console.log('✅ Database handle retrieved');"
"scripts/test-mongo-connection.ts",35,"console.log(`✅ Insert operation successful: ${insertResult.insertedId}`);"
"scripts/test-mongo-connection.ts",39,"console.log(`✅ Find operation successful, found: ${findResult.length} documents`);"
"scripts/test-mongo-connection.ts",43,"console.log(`✅ FindOne operation successful: ${findOneResult ? 'Found document' : 'No document'}`);"
"scripts/test-mongo-connection.ts",50,"console.log(`✅ Update operation successful: ${updateResult.modifiedCount} modified`);"
"scripts/test-mongo-connection.ts",54,"console.log(`✅ Delete operation successful: ${deleteResult.deletedCount} deleted`);"
"scripts/test-mongo-connection.ts",56,"console.log('🎉 All database operations completed successfully!\n');"
"scripts/test-mongo-connection.ts",71,"console.log('📋 Test Results:');"
"scripts/test-mongo-connection.ts",72,"console.log('================');"
"scripts/test-mongo-connection.ts",73,"console.log(JSON.stringify(results, null, 2));"
"scripts/test-mongo-connection.ts",93,"console.log('\n📋 Test Results:');"
"scripts/test-mongo-connection.ts",94,"console.log('================');"
"scripts/test-mongo-connection.ts",95,"console.log(JSON.stringify(results, null, 2));"
"scripts/dedup/consolidate.ts",6,"console.log(DRY ? ""DRY RUN - No changes will be made"" : ""APPLYING CHANGES"");"
"scripts/dedup/consolidate.ts",7,"console.log(""Consolidation script ready"");"
"scripts/complete-system-audit.js",31,"console.log('🔍 STARTING COMPLETE SYSTEM AUDIT...\n');"
"scripts/complete-system-audit.js",32,"console.log('=' .repeat(80));"
"scripts/complete-system-audit.js",60,"console.log('\n📁 SCANNING SOURCE FILES...\n');"
"scripts/complete-system-audit.js",123,"// Check for console.log (should use proper logging)"
"scripts/complete-system-audit.js",124,"if (line.includes('console.log') && !filePath.includes('test')) {"
"scripts/complete-system-audit.js",129,"issue: 'Using console.log instead of proper logging'"
"scripts/complete-system-audit.js",224,"console.log('\n🌐 TESTING ALL API ENDPOINTS...\n');"
"scripts/complete-system-audit.js",295,"console.log('\n💾 CHECKING DATABASE MODELS...\n');"
"scripts/complete-system-audit.js",343,"console.log('\n⚙️ VERIFYING BUSINESS LOGIC...\n');"
"scripts/complete-system-audit.js",404,"console.log('\n🔒 SECURITY AUDIT...\n');"
"scripts/complete-system-audit.js",452,"console.log('\n⚡ PERFORMANCE CHECK...\n');"
"scripts/complete-system-audit.js",487,"console.log('\n' + '=' .repeat(80));"
"scripts/complete-system-audit.js",488,"console.log('📊 SYSTEM AUDIT REPORT');"
"scripts/complete-system-audit.js",489,"console.log('=' .repeat(80) + '\n');"
"scripts/complete-system-audit.js",493,"console.log(`🔴 TOTAL ISSUES FOUND: ${totalIssues}\n`);"
"scripts/complete-system-audit.js",497,"console.log(`\n❌ CRITICAL ERRORS (${this.issues.errors.length}):`);"
"scripts/complete-system-audit.js",498,"console.log('-'.repeat(80));"
"scripts/complete-system-audit.js",500,"console.log(`${i + 1}. ${JSON.stringify(error, null, 2)}`);"
"scripts/complete-system-audit.js",506,"console.log(`\n🔒 SECURITY ISSUES (${this.issues.security.length}):`);"
"scripts/complete-system-audit.js",507,"console.log('-'.repeat(80));"
"scripts/complete-system-audit.js",509,"console.log(`${i + 1}. ${JSON.stringify(issue, null, 2)}`);"
"scripts/complete-system-audit.js",515,"console.log(`\n📡 MISSING APIs (${this.issues.missingAPIs.length}):`);"
"scripts/complete-system-audit.js",516,"console.log('-'.repeat(80));"
"scripts/complete-system-audit.js",518,"console.log(`${i + 1}. ${JSON.stringify(api, null, 2)}`);"
"scripts/complete-system-audit.js",524,"console.log(`\n📝 PLACEHOLDER RESPONSES (${this.issues.placeholders.length}):`);"
"scripts/complete-system-audit.js",525,"console.log('-'.repeat(80));"
"scripts/complete-system-audit.js",527,"console.log(`${i + 1}. ${JSON.stringify(placeholder, null, 2)}`);"
"scripts/complete-system-audit.js",533,"console.log(`\n⚡ PERFORMANCE ISSUES (${this.issues.performance.length}):`);"
"scripts/complete-system-audit.js",534,"console.log('-'.repeat(80));"
"scripts/complete-system-audit.js",536,"console.log(`${i + 1}. ${JSON.stringify(perf, null, 2)}`);"
"scripts/complete-system-audit.js",542,"console.log(`\n⚠️ INCOMPLETE IMPLEMENTATIONS (${this.issues.shortcuts.length}):`);"
"scripts/complete-system-audit.js",543,"console.log('-'.repeat(80));"
"scripts/complete-system-audit.js",545,"console.log(`${i + 1}. ${JSON.stringify(shortcut, null, 2)}`);"
"scripts/complete-system-audit.js",548,"console.log(`... and ${this.issues.shortcuts.length - 10} more`);"
"scripts/complete-system-audit.js",553,"console.log('\n' + '=' .repeat(80));"
"scripts/complete-system-audit.js",554,"console.log('📊 SUMMARY:');"
"scripts/complete-system-audit.js",555,"console.log('=' .repeat(80));"
"scripts/complete-system-audit.js",556,"console.log(`Critical Errors: ${this.issues.errors.length}`);"
