File,Line,Code
"src/server/models/__tests__/Candidate.test.ts",44,"InferSchemaType: {} as any,"
"src/server/models/__tests__/Candidate.test.ts",59,"// and Candidate.findByEmail uses (Candidate as any).find(...)"
"src/server/models/__tests__/Candidate.test.ts",69,"(FakeMockModel as any).default = instanceFactory;"
"src/server/models/__tests__/Candidate.test.ts",96,"// As we mocked MockModel to return an instance where find is a jest.fn, we can retrieve it by spying on (Candidate as any).find"
"src/server/models/__tests__/Candidate.test.ts",97,"const findFn = (Candidate as any).find;"
"src/server/models/__tests__/Candidate.test.ts",102,"const result = await (Candidate as any).findByEmail(orgId, email);"
"src/server/models/__tests__/Candidate.test.ts",116,"const findFn = (Candidate as any).find;"
"src/server/models/__tests__/Candidate.test.ts",119,"const result = await (Candidate as any).findByEmail(orgId, email);"
"src/server/models/__tests__/Candidate.test.ts",140,"findOneSpy = jest.fn() as any;"
"src/server/models/__tests__/Candidate.test.ts",152,"InferSchemaType: {} as any,"
"src/server/models/__tests__/Candidate.test.ts",170,"(findOneSpy as any).mockResolvedValueOnce(doc);"
"src/server/models/__tests__/Candidate.test.ts",172,"const result = await (Candidate as any).findByEmail(orgId, email);"
"src/server/models/__tests__/Candidate.test.ts",211,"InferSchemaType: {} as any,"
"src/server/models/__tests__/Candidate.test.ts",256,"InferSchemaType: {} as any,"
"src/server/models/__tests__/Candidate.test.ts",262,"const RealCandidateLike = (await import('mongoose')) as any;"
"qa/tests/lib-paytabs.create-payment.default.spec.ts",39,"return Promise.resolve({ json: async () => mockResponse } as any);"
"qa/tests/lib-paytabs.create-payment.default.spec.ts",40,"}) as any;"
"qa/tests/lib-paytabs.create-payment.default.spec.ts",89,"globalThis.fetch = originalFetch as any;"
"qa/tests/lib-paytabs.create-payment.default.spec.ts",103,"return Promise.resolve({ json: async () => ({ redirect_url: 'url', tran_ref: 'ref' }) } as any);"
"qa/tests/lib-paytabs.create-payment.default.spec.ts",104,"}) as any;"
"qa/tests/lib-paytabs.create-payment.default.spec.ts",111,"} as any);"
"qa/tests/lib-paytabs.create-payment.default.spec.ts",118,"} as any);"
"qa/tests/lib-paytabs.create-payment.default.spec.ts",125,"} as any);"
"qa/tests/lib-paytabs.create-payment.default.spec.ts",132,"} as any);"
"qa/tests/lib-paytabs.create-payment.default.spec.ts",135,"globalThis.fetch = originalFetch as any;"
"qa/tests/lib-paytabs.create-payment.default.spec.ts",148,"return Promise.resolve({ json: async () => ({ redirect_url: 'url', tran_ref: 'ref' }) } as any);"
"qa/tests/lib-paytabs.create-payment.default.spec.ts",149,"}) as any;"
"qa/tests/lib-paytabs.create-payment.default.spec.ts",156,"} as any);"
"qa/tests/lib-paytabs.create-payment.default.spec.ts",161,"globalThis.fetch = originalFetch as any;"
"qa/tests/lib-paytabs.create-payment.default.spec.ts",174,"return Promise.resolve({ json: async () => ({ message: 'Invalid payment details' }) } as any);"
"qa/tests/lib-paytabs.create-payment.default.spec.ts",175,"}) as any;"
"qa/tests/lib-paytabs.create-payment.default.spec.ts",182,"} as any);"
"qa/tests/lib-paytabs.create-payment.default.spec.ts",187,"return Promise.resolve({ json: async () => ({}) } as any);"
"qa/tests/lib-paytabs.create-payment.default.spec.ts",188,"}) as any;"
"qa/tests/lib-paytabs.create-payment.default.spec.ts",194,"} as any);"
"qa/tests/lib-paytabs.create-payment.default.spec.ts",197,"globalThis.fetch = originalFetch as any;"
"qa/tests/lib-paytabs.create-payment.default.spec.ts",214,"} as any);"
"qa/tests/lib-paytabs.create-payment.default.spec.ts",217,"globalThis.fetch = originalFetch as any;"
"qa/tests/lib-paytabs.create-payment.default.spec.ts",230,"return Promise.resolve({ json: async () => ({ redirect_url: 'url', tran_ref: 'ref' }) } as any);"
"qa/tests/lib-paytabs.create-payment.default.spec.ts",231,"}) as any;"
"qa/tests/lib-paytabs.create-payment.default.spec.ts",250,"} as any);"
"qa/tests/lib-paytabs.create-payment.default.spec.ts",256,"globalThis.fetch = originalFetch as any;"
"qa/tests/lib-paytabs.verify-and-utils.spec.ts",13,"expect(validateCallback(null as any, 'x')).toBe(false);"
"qa/tests/lib-paytabs.verify-and-utils.spec.ts",14,"expect(validateCallback({ a: 1 }, undefined as any)).toBe(false);"
"qa/tests/lib-paytabs.create-payment.custom-base.spec.ts",15,"return Promise.resolve({ json: async () => ({ redirect_url: 'url', tran_ref: 'ref' }) } as any);"
"qa/tests/lib-paytabs.create-payment.custom-base.spec.ts",16,"}) as any;"
"qa/tests/lib-paytabs.create-payment.custom-base.spec.ts",23,"} as any);"
"qa/tests/lib-paytabs.create-payment.custom-base.spec.ts",28,"globalThis.fetch = originalFetch as any;"
"qa/tests/lib-paytabs.create-payment.custom-base.spec.ts",41,"return Promise.resolve({ json: async () => ({ ok: true }) } as any);"
"qa/tests/lib-paytabs.create-payment.custom-base.spec.ts",42,"}) as any;"
"qa/tests/lib-paytabs.create-payment.custom-base.spec.ts",55,"globalThis.fetch = originalFetch as any;"
"qa/tests/lib-paytabs.create-payment.custom-base.spec.ts",85,"return Promise.resolve({ json: async () => ({}) } as any);"
"qa/tests/lib-paytabs.create-payment.custom-base.spec.ts",86,"}) as any;"
"qa/tests/lib-paytabs.create-payment.custom-base.spec.ts",92,"globalThis.fetch = originalFetch as any;"
"qa/tests/lib-paytabs.base-and-hpp.spec.ts",17,"expect(paytabsBase('UNKNOWN' as any)).toBe('https://secure-global.paytabs.com');"
"qa/tests/lib-paytabs.base-and-hpp.spec.ts",18,"expect(paytabsBase('' as any)).toBe('https://secure-global.paytabs.com');"
"qa/tests/lib-paytabs.base-and-hpp.spec.ts",19,"expect(paytabsBase(null as any)).toBe('https://secure-global.paytabs.com');"
"qa/tests/lib-paytabs.base-and-hpp.spec.ts",22,"expect(paytabsBase('ksa' as any)).toBe('https://secure-global.paytabs.com');"
"qa/tests/lib-paytabs.base-and-hpp.spec.ts",35,"return Promise.resolve({ json: async () => mockResponse } as any);"
"qa/tests/lib-paytabs.base-and-hpp.spec.ts",36,"}) as any;"
"qa/tests/lib-paytabs.base-and-hpp.spec.ts",53,"globalThis.fetch = originalFetch as any;"
"qa/tests/lib-paytabs.base-and-hpp.spec.ts",64,"return Promise.resolve({ json: async () => ({ ok: true }) } as any);"
"qa/tests/lib-paytabs.base-and-hpp.spec.ts",65,"}) as any;"
"qa/tests/lib-paytabs.base-and-hpp.spec.ts",68,"await createHppRequest(undefined as any, { any: 'thing' });"
"qa/tests/lib-paytabs.base-and-hpp.spec.ts",72,"globalThis.fetch = originalFetch as any;"
"qa/tests/lib-paytabs.base-and-hpp.spec.ts",82,"}) as any;"
"qa/tests/lib-paytabs.base-and-hpp.spec.ts",88,"globalThis.fetch = originalFetch as any;"
"qa/tests/lib-paytabs.base-and-hpp.spec.ts",99,"return Promise.resolve({ json: async () => ({}) } as any);"
"qa/tests/lib-paytabs.base-and-hpp.spec.ts",100,"}) as any;"
"qa/tests/lib-paytabs.base-and-hpp.spec.ts",107,"globalThis.fetch = originalFetch as any;"
"qa/AutoFixAgent.tsx",133,"const url = typeof input === 'string' ? input : (input as any).url;"
"qa/AutoFixAgent.tsx",142,"const url = typeof input === 'string' ? input : (input as any).url;"
"lib/db/index.ts",114,"await coll.createIndex(indexSpec.key as any, {"
"lib/markdown.ts",21,".use(rehypeSanitize, schema as any)"
"lib/marketplace/search.ts",129,"(query['buy.price'] as any).$gte = filters.minPrice;"
"lib/marketplace/search.ts",133,"(query['buy.price'] as any).$lte = filters.maxPrice;"
"lib/auth.test.ts",124,"verifySpy.mockImplementation(original as any);"
"lib/auth.test.ts",240,"(bcrypt as any).compare.mockResolvedValue(true);"
"lib/auth.test.ts",269,"(global as any).mockIsMockDB = false;"
"tests/scripts/seed-marketplace.mjs.test.ts",148,"(Date.now as any).mockRestore?.()"
"tests/models/SearchSynonym.test.ts",11,"if (typeof v === ""undefined"") delete (process.env as any)[k]"
"tests/models/SearchSynonym.test.ts",12,"else (process.env as any)[k] = v as string"
"tests/models/SearchSynonym.test.ts",78,"(mockSchemaCtor as any).prototype = {}"
"tests/models/SearchSynonym.test.ts",79,"(mockSchemaCtor as any).prototype.index = mockIndex"
"tests/models/SearchSynonym.test.ts",101,"(mockSchemaCtor as any).prototype = {}"
"tests/models/SearchSynonym.test.ts",102,"(mockSchemaCtor as any).prototype.index = mockIndex"
"tests/models/SearchSynonym.test.ts",150,"Schema: FakeSchema as any,"
"tests/models/SearchSynonym.test.ts",178,"Schema: FakeSchema as any,"
"tests/models/SearchSynonym.test.ts",210,"(mockSchemaCtor as any).prototype = {}"
"tests/models/SearchSynonym.test.ts",211,"(mockSchemaCtor as any).prototype.index = mockIndex"
"tests/models/candidate.test.ts",21,"return mod as any;"
"tests/models/candidate.test.ts",149,"const actual = await vi.importActual('mongoose') as any;"
"tests/models/candidate.test.ts",177,"(mongoose as any).models?.Candidate ??"
"tests/models/candidate.test.ts",178,"(mongoose as any).model('Candidate');"
"tests/models/candidate.test.ts",195,"(mongoose as any).models?.Candidate ??"
"tests/models/candidate.test.ts",196,"(mongoose as any).model('Candidate');"
"tests/tools.spec.ts",256,"const times = (res.data as any[]).map(x => x.updatedAt);"
"tests/tools.spec.ts",366,"const payload = { workOrderId: """", fileName: ""a.png"", mimeType: ""image/png"", buffer: Buffer.from(""x"") } as any;"
"tests/tools.spec.ts",380,"const res = await executeTool(""uploadWorkOrderPhoto"", payload as any, session);"
"tests/tools.spec.ts",414,"await expect(executeTool(""uploadWorkOrderPhoto"", payload as any, session)).rejects.toThrow(""Work order not found"");"
"tests/policy.spec.ts",143,"const tools = getPermittedTools('UNKNOWN_ROLE' as any)"
"tests/api/lib-paytabs.test.ts",41,"(global as any).fetch = vi.fn(impl);"
"tests/api/lib-paytabs.test.ts",48,"if (typeof obj[k] === 'undefined') delete (process.env as any)[k];"
"tests/api/lib-paytabs.test.ts",53,"if (typeof backup[k] === 'undefined') delete (process.env as any)[k];"
"tests/api/lib-paytabs.test.ts",138,"(global as any).PAYTABS_CONFIG = PAYTABS_CONFIG;"
"tests/api/lib-paytabs.test.ts",256,"(global as any).PAYTABS_CONFIG = PAYTABS_CONFIG;"
"tests/api/lib-paytabs.test.ts",317,"expect(await validateCallbackRaw('body', null as any)).toBe(false);"
"tests/api/marketplace/search.route.impl.ts",80,"const syn = await (SearchSynonym as any).findOne({ locale, term: q.toLowerCase() });"
"tests/api/marketplace/search.route.impl.ts",92,"const docs = await (MarketplaceProduct as any)"
"tests/api/marketplace/search.route.test.ts",34,"return { url } as any;"
"tests/unit/components/ErrorBoundary.test.tsx",32,"const Cmp = (Comp as any)?.default || (() => <div data-testid=""support-popup"" />);"
"tests/unit/components/ErrorBoundary.test.tsx",102,"(global as any).navigator.clipboard = {"
"tests/unit/components/ErrorBoundary.test.tsx",107,"(window as any).performance = {"
"tests/unit/components/ErrorBoundary.test.tsx",135,"} as any);"
"tests/unit/components/ErrorBoundary.test.tsx",318,"value: { ...(window.navigator as any), onLine: false, userAgent: 'jest-test-agent', language: 'en-US', platform: 'MacIntel', cookieEnabled: true },"
"tests/unit/components/ErrorBoundary.test.tsx",342,"(global.fetch as ReturnType<typeof vi.fn>).mockResolvedValueOnce({ ok: true } as any); // for error logging"
"tests/unit/components/ErrorBoundary.test.tsx",343,"(global.fetch as ReturnType<typeof vi.fn>).mockResolvedValueOnce({ ok: true } as any); // for AUTO_FIX_ATTEMPT logging"
"tests/unit/components/SupportPopup.test.tsx",37,"global.fetch = origFetch as any;"
"tests/unit/models/Asset.test.ts",54,"const doc = new (Asset as any)(data);"
"tests/unit/models/Asset.test.ts",67,"const doc = new (Asset as any)(data);"
"tests/unit/models/Asset.test.ts",75,"const ok = new (Asset as any)(buildValidAsset({ type: 'ELECTRICAL' }));"
"tests/unit/models/Asset.test.ts",78,"const bad = new (Asset as any)(buildValidAsset({ type: 'INVALID_TYPE' as any }));"
"tests/unit/models/Asset.test.ts",78,"const bad = new (Asset as any)(buildValidAsset({ type: 'INVALID_TYPE' as any }));"
"tests/unit/models/Asset.test.ts",85,"const badStatus = new (Asset as any)(buildValidAsset({ status: 'BROKEN' as any }));"
"tests/unit/models/Asset.test.ts",85,"const badStatus = new (Asset as any)(buildValidAsset({ status: 'BROKEN' as any }));"
"tests/unit/models/Asset.test.ts",90,"const badCrit = new (Asset as any)(buildValidAsset({ criticality: 'ULTRA' as any }));"
"tests/unit/models/Asset.test.ts",90,"const badCrit = new (Asset as any)(buildValidAsset({ criticality: 'ULTRA' as any }));"
"tests/unit/models/Asset.test.ts",97,"let doc = new (Asset as any)(buildValidAsset({ condition: { ...buildValidAsset().condition, score: -1 } }));"
"tests/unit/models/Asset.test.ts",100,"doc = new (Asset as any)(buildValidAsset({ condition: { ...buildValidAsset().condition, score: 101 } }));"
"tests/unit/models/Asset.test.ts",103,"doc = new (Asset as any)(buildValidAsset({ condition: { ...buildValidAsset().condition, score: 0 } }));"
"tests/unit/models/Asset.test.ts",106,"doc = new (Asset as any)(buildValidAsset({ condition: { ...buildValidAsset().condition, score: 100 } }));"
"tests/unit/models/Asset.test.ts",111,"const ok = new (Asset as any)(buildValidAsset({ maintenanceHistory: [{ type: 'INSPECTION' }] }));"
"tests/unit/models/Asset.test.ts",114,"const bad = new (Asset as any)(buildValidAsset({ maintenanceHistory: [{ type: 'RANDOM' as any }] }));"
"tests/unit/models/Asset.test.ts",114,"const bad = new (Asset as any)(buildValidAsset({ maintenanceHistory: [{ type: 'RANDOM' as any }] }));"
"tests/unit/models/Asset.test.ts",121,"const ok = new (Asset as any)(buildValidAsset({ depreciation: { ...buildValidAsset().depreciation, method: 'DECLINING_BALANCE' } }));"
"tests/unit/models/Asset.test.ts",124,"const bad = new (Asset as any)(buildValidAsset({ depreciation: { ...buildValidAsset().depreciation, method: 'RANDOM' as any } }));"
"tests/unit/models/Asset.test.ts",124,"const bad = new (Asset as any)(buildValidAsset({ depreciation: { ...buildValidAsset().depreciation, method: 'RANDOM' as any } }));"
"tests/unit/models/Asset.test.ts",131,"const indexes: Array<[Record<string, any>, Record<string, any>]> = (Asset as any).schema.indexes();"
"tests/unit/models/Asset.test.ts",131,"const indexes: Array<[Record<string, any>, Record<string, any>]> = (Asset as any).schema.indexes();"
"tests/unit/models/Asset.test.ts",131,"const indexes: Array<[Record<string, any>, Record<string, any>]> = (Asset as any).schema.indexes();"
"tests/unit/models/Asset.test.ts",144,"const schema: AnyObj = (Asset as any).schema;"
"tests/unit/models/CmsPage.test.ts",100,"await connect(uri, { dbName: ""test"" } as any);"
"tests/unit/models/CmsPage.test.ts",177,"const schema: Schema = (CmsPage as any).schema;"
"tests/unit/models/CmsPage.test.ts",178,"const slugPath = schema.path(""slug"") as any;"
"tests/unit/models/CmsPage.test.ts",183,"const statusPath = schema.path(""status"") as any;"
"tests/unit/api/qa/alert.route.test.ts",172,"const insertedDoc = (collection as any).mock.calls.length"
"tests/unit/api/qa/alert.route.test.ts",173,"? (insertOne as any).mock.calls[0][0]"
"tests/unit/api/qa/health.route.test.ts",30,"delete (process as any).env.npm_package_version;"
"tests/unit/api/qa/health.route.test.ts",36,"(process as any).env.npm_package_version = version;"
"tests/unit/api/qa/health.route.test.ts",46,"mod.connectToDatabase.mockResolvedValue(mockMongoose as any);"
"tests/unit/api/qa/health.route.test.ts",56,"const res = await GET(createMockRequest() as any);"
"tests/unit/api/qa/health.route.test.ts",73,"const res = await GET(createMockRequest() as any);"
"tests/unit/api/qa/health.route.test.ts",96,"mod.connectToDatabase.mockResolvedValue(undefined as any);"
"tests/unit/api/qa/health.route.test.ts",98,"const res = await POST(createMockRequest() as any);"
"tests/unit/api/qa/health.route.test.ts",110,"const res = await POST(createMockRequest() as any);"
"tests/unit/api/api-paytabs.spec.ts",36,"POST = (mod as any).POST"
"tests/unit/api/api-paytabs.spec.ts",65,"fetchSpy = vi.spyOn(globalThis, 'fetch' as any)"
"tests/unit/api/api-paytabs.spec.ts",82,"} as any)"
"tests/unit/api/api-paytabs.spec.ts",86,"const data = await (res as any).json()"
"tests/unit/api/api-paytabs.spec.ts",125,"} as any)"
"tests/unit/api/api-paytabs.spec.ts",128,"delete (body as any).currency"
"tests/unit/api/api-paytabs.spec.ts",131,"await (res as any).json()"
"tests/unit/api/api-paytabs.spec.ts",143,"const data = await (res as any).json()"
"tests/unit/api/api-paytabs.spec.ts",154,"} as any)"
"tests/unit/api/api-paytabs.spec.ts",158,"const data = await (res as any).json()"
"tests/unit/api/api-paytabs.spec.ts",172,"} as any)"
"tests/unit/api/api-paytabs.spec.ts",176,"const data = await (res as any).json()"
"tests/unit/api/api-paytabs.spec.ts",188,"return new Promise(() => {}) as any // never resolves until abort"
"tests/unit/api/api-paytabs.spec.ts",203,"const body = await (res as any).json()"
"tests/unit/api/api-paytabs.spec.ts",211,"const body = await (res as any).json()"
"tests/unit/api/api-paytabs.spec.ts",221,"const body = await (res as any).json()"
"tests/unit/parseCartAmount.test.ts",30,"expect(parseCartAmount(null as any)).toBe(null);"
"tests/unit/parseCartAmount.test.ts",31,"expect(parseCartAmount(undefined as any)).toBe(null);"
"tests/utils.test.ts",74,"expect((generateSlug as any)(undefined)).toBe('');"
"tests/utils.test.ts",75,"expect((generateSlug as any)(null)).toBe('');"
"tests/pages/product.slug.page.test.ts",109,"fetchSpy = vi.spyOn(global, 'fetch' as any);"
"tests/pages/product.slug.page.test.ts",121,"} as any);"
"tests/pages/product.slug.page.test.ts",143,"} as any);"
"tests/pages/product.slug.page.test.ts",178,"} as any);"
"tests/pages/product.slug.page.test.ts",200,"} as any);"
"tests/pages/product.slug.page.test.ts",216,"} as any);"
"tests/pages/product.slug.page.test.ts",233,"} as any);"
"tests/vitest.config.test.ts",13,"const cfg: AnyConfig = (viteConfig as any);"
"tests/paytabs.test.ts",93,"const { createHppRequest, paytabsBase } = mod as any;"
"tests/paytabs.test.ts",96,"(globalThis as any).fetch = vi.fn().mockResolvedValue({"
"tests/paytabs.test.ts",105,"const [url, options] = (globalThis.fetch as any).mock.calls[0];"
"tests/paytabs.test.ts",143,"const { createPaymentPage } = mod as any;"
"tests/paytabs.test.ts",146,"(globalThis as any).fetch = vi.fn().mockResolvedValue({"
"tests/paytabs.test.ts",159,"const [url, options] = (globalThis.fetch as any).mock.calls[0];"
"tests/paytabs.test.ts",199,"const { createPaymentPage } = mod as any;"
"tests/paytabs.test.ts",201,"(globalThis as any).fetch = vi.fn().mockResolvedValue({"
"tests/paytabs.test.ts",209,"const [, options] = (globalThis.fetch as any).mock.calls[0];"
"tests/paytabs.test.ts",222,"const { createPaymentPage } = mod as any;"
"tests/paytabs.test.ts",224,"(globalThis as any).fetch = vi.fn().mockResolvedValue({"
"tests/paytabs.test.ts",245,"const { createPaymentPage } = mod as any;"
"tests/paytabs.test.ts",247,"(globalThis as any).fetch = vi.fn().mockResolvedValue({"
"tests/paytabs.test.ts",267,"const { createPaymentPage } = mod as any;"
"tests/paytabs.test.ts",269,"(globalThis as any).fetch = vi.fn().mockRejectedValue(new Error('Network down'));"
"tests/paytabs.test.ts",290,"const { verifyPayment } = mod as any;"
"tests/paytabs.test.ts",293,"(globalThis as any).fetch = vi.fn().mockResolvedValue({"
"tests/paytabs.test.ts",300,"const [url, options] = (globalThis.fetch as any).mock.calls[0];"
"tests/paytabs.test.ts",318,"const { verifyPayment } = mod as any;"
"tests/paytabs.test.ts",321,"(globalThis as any).fetch = vi.fn().mockRejectedValue(new Error('Server 500'));"
"tests/paytabs.test.ts",331,"const { validateCallback } = mod as any;"
"tests/paytabs.test.ts",342,"const { CURRENCIES } = mod as any;"
"tests/paytabs.test.ts",353,"const { PAYMENT_METHODS, getAvailablePaymentMethods } = mod as any;"
"i18n/useI18n.test.ts",46,"{ value: value as any },"
"i18n/useI18n.test.ts",64,"{ value: { dict, locale: 'en', setLocale: () => {} } as any },"
"i18n/useI18n.test.ts",81,"{ value: { dict, locale: 'en', setLocale: () => {} } as any },"
"i18n/useI18n.test.ts",95,"{ value: { dict, locale: 'en', setLocale: () => {} } as any },"
"i18n/useI18n.test.ts",112,"{ value: { dict, locale: 'en', setLocale: () => {} } as any },"
"i18n/useI18n.test.ts",127,"{ value: { dict, locale: 'en', setLocale: () => {} } as any },"
"i18n/useI18n.test.ts",142,"{ value: { dict, locale: 'en', setLocale: () => {} } as any },"
"i18n/useI18n.test.ts",157,"{ value: { dict, locale: 'en', setLocale: () => {} } as any },"
"i18n/useI18n.test.ts",170,"{ value: { dict, locale: 'en', setLocale: () => {} } as any },"
"i18n/useI18n.test.ts",186,"{ value: { dict, locale: 'en', setLocale: () => {} } as any },"
"i18n/I18nProvider.test.tsx",46,"(global as any).fetch = vi.fn().mockResolvedValue({ ok: true });"
"i18n/I18nProvider.test.tsx",177,"(global as any).fetch = vi.fn().mockResolvedValue({ ok: true });"
"i18n/dictionaries/__tests__/ar.test.ts",9,"return (mod as any).default ?? mod;"
"providers/Providers.test.tsx",44,"return (ConsoleError as any)(...args);"
"server/models/__tests__/Candidate.test.ts",45,"InferSchemaType: {} as any,"
"server/models/__tests__/Candidate.test.ts",60,"// and Candidate.findByEmail uses (Candidate as any).find(...)"
"server/models/__tests__/Candidate.test.ts",70,"(FakeMockModel as any).default = instanceFactory;"
"server/models/__tests__/Candidate.test.ts",97,"// As we mocked MockModel to return an instance where find is a vi.fn, we can retrieve it by spying on (Candidate as any).find"
"server/models/__tests__/Candidate.test.ts",98,"const findFn = (Candidate as any).find as ReturnType<typeof vi.fn>;"
"server/models/__tests__/Candidate.test.ts",103,"const result = await (Candidate as any).findByEmail(orgId, email);"
"server/models/__tests__/Candidate.test.ts",117,"const findFn = (Candidate as any).find as ReturnType<typeof vi.fn>;"
"server/models/__tests__/Candidate.test.ts",120,"const result = await (Candidate as any).findByEmail(orgId, email);"
"server/models/__tests__/Candidate.test.ts",141,"findOneSpy = vi.fn() as any;"
"server/models/__tests__/Candidate.test.ts",153,"InferSchemaType: {} as any,"
"server/models/__tests__/Candidate.test.ts",173,"const result = await (Candidate as any).findByEmail(orgId, email);"
"server/models/__tests__/Candidate.test.ts",212,"InferSchemaType: {} as any,"
"server/models/__tests__/Candidate.test.ts",255,"InferSchemaType: {} as any,"
"server/models/__tests__/Candidate.test.ts",261,"const RealCandidateLike = (await import('mongoose')) as any;"
"server/work-orders/wo.service.test.ts",12,"const g = global as any;"
"server/work-orders/wo.service.test.ts",37,"woCreate: (repo as any).woCreate as ReturnType<typeof vi.fn>,"
"server/work-orders/wo.service.test.ts",39,"woUpdate: (repo as any).woUpdate as ReturnType<typeof vi.fn>,"
"server/work-orders/wo.service.test.ts",41,"woGet: (repo as any).woGet as ReturnType<typeof vi.fn>,"
"server/work-orders/wo.service.test.ts",43,"woList: (repo as any).woList as ReturnType<typeof vi.fn>,"
"server/work-orders/wo.service.test.ts",48,"WoCreateParse: (WoCreate as any).parse as ReturnType<typeof vi.fn>,"
"server/work-orders/wo.service.test.ts",50,"WoUpdateParse: (WoUpdate as any).parse as ReturnType<typeof vi.fn>,"
"server/work-orders/wo.service.test.ts",64,"const input = { foo: ""bar"" } as any; // Test data - will be validated by mock"
"server/work-orders/wo.service.test.ts",88,"const input = { bad: true } as any; // Intentionally invalid test data"
"server/work-orders/wo.service.test.ts",158,"const input = { status: ""CANCELLED"" } as any; // Test data"
"server/work-orders/wo.service.test.ts",176,"const input = { status: 123 } as any; // Intentionally invalid test data"
"app/api/marketplace/categories/route.test.ts",129,"const parseSpy = vi.spyOn((z as any).ZodObject.prototype, 'parse').mockImplementation(() => {"
"app/api/marketplace/products/[slug]/route.test.ts",26,"return await (res as any).json()"
"app/api/marketplace/products/[slug]/route.test.ts",39,"const req = {} as any // Minimal NextRequest stub"
"app/api/marketplace/products/[slug]/route.test.ts",44,"await expect(readJson(res as any)).resolves.toEqual({ error: 'Not found' })"
"app/api/marketplace/products/[slug]/route.test.ts",57,"const req = {} as any"
"app/api/marketplace/products/[slug]/route.test.ts",63,"const body = await readJson(res as any)"
"app/api/marketplace/products/[slug]/route.test.ts",81,"const res = await GET({} as any, { params: Promise.resolve({ slug: 'no-currency' }) })"
"app/api/marketplace/products/[slug]/route.test.ts",82,"const body = await readJson(res as any)"
"app/api/marketplace/products/[slug]/route.test.ts",98,"const res = await GET({} as any, { params: Promise.resolve({ slug: 'no-prices' }) })"
"app/api/marketplace/products/[slug]/route.test.ts",99,"const body = await readJson(res as any)"
"app/api/marketplace/products/[slug]/route.test.ts",115,"const res = await GET({} as any, { params: Promise.resolve({ slug: 'empty-prices' }) })"
"app/api/marketplace/products/[slug]/route.test.ts",116,"const body = await readJson(res as any)"
"app/api/marketplace/products/[slug]/route.test.ts",132,"const res = await GET({} as any, { params: Promise.resolve({ slug: 'out-of-stock' }) })"
"app/api/marketplace/products/[slug]/route.test.ts",133,"const body = await readJson(res as any)"
"app/api/marketplace/products/[slug]/route.test.ts",148,"const res = await GET({} as any, { params: Promise.resolve({ slug: 'no-inventories' }) })"
"app/api/marketplace/products/[slug]/route.test.ts",149,"const body = await readJson(res as any)"
"app/api/marketplace/products/[slug]/route.test.ts",165,"const res = await GET({} as any, { params: Promise.resolve({ slug: 'no-leaddays' }) })"
"app/api/marketplace/products/[slug]/route.test.ts",166,"const body = await readJson(res as any)"
"app/api/marketplace/products/[slug]/route.test.ts",175,"const res = await GET({} as any, { params: Promise.resolve({ slug: 'boom' }) })"
"app/api/marketplace/products/[slug]/route.test.ts",178,"await expect(readJson(res as any)).resolves.toEqual({ error: 'Server error' })"
"app/api/marketplace/products/[slug]/route.test.ts",185,"await GET({} as any, { params: Promise.resolve({ slug: 'unique-slug' }) })"
