Category,Type,File,Line,Code
"testErrors","Disabled Test (xit)","scripts/replace.js",50,"process.exit(0);"
"testErrors","Disabled Test (xit)","scripts/replace.js",56,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/replace.js",81,"process.exit(err.status || 1);"
"testErrors","Disabled Test (xit)","scripts/analyze-project.js",725,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/setup-production-db.ts",26,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/setup-production-db.ts",33,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/setup-production-db.ts",43,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/setup-production-db.ts",154,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/deploy-db-verify.ts",274,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/deploy-db-verify.ts",277,"process.exit(0);"
"testErrors","Disabled Test (xit)","scripts/deploy-db-verify.ts",310,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/property-owner-verification.js",372,"process.exit(percentage >= 80 ? 0 : 1);"
"testErrors","Disabled Test (xit)","scripts/scan-hex.js",107,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/scan-hex.js",163,"process.exit(0);"
"testErrors","Disabled Test (xit)","scripts/scan-hex.js",216,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/seed-cms.js",198,"process.exit(0);"
"testErrors","Disabled Test (xit)","scripts/seed-cms.js",201,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/auto-enhance-routes.js",170,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/security-audit.js",209,"process.exit(auditResults.criticalIssues > 0 ? 1 : 0);"
"testErrors","Disabled Test (xit)","scripts/verify-routes.ts",47,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/test-mongo-connection.ts",104,"process.exit(results.success ? 0 : 1);"
"testErrors","Disabled Test (xit)","scripts/verification-checkpoint.js",215,"process.exit(result ? 0 : 1);"
"testErrors","Disabled Test (xit)","scripts/test-data.js",75,"process.exit(0);"
"testErrors","Disabled Test (xit)","scripts/test-data.js",78,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/unified-audit-system.js",802,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/test-server.js",62,"process.exit(0);"
"testErrors","Disabled Test (xit)","scripts/seed-subscriptions.ts",124,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/seed-db.js",18,"process.exit(0);"
"testErrors","Disabled Test (xit)","scripts/seed-db.js",22,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/verify-sanitize-and-signed-urls.ts",21,"run().catch((e) => { console.error(e); process.exit(1); });"
"testErrors","Disabled Test (xit)","scripts/server.js",98,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/server.js",108,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/server.js",303,"process.exit(0);"
"testErrors","Disabled Test (xit)","scripts/kb-change-stream.ts",58,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/seed-realdb.ts",125,"main().then(() => process.exit(0)).catch((err) => {"
"testErrors","Disabled Test (xit)","scripts/seed-realdb.ts",127,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/scanner.js",117,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/scanner.js",772,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/scanner.js",775,"process.exit(0);"
"testErrors","Disabled Test (xit)","scripts/seed-users.ts",267,"seedUsers().then(() => process.exit(0)).catch(() => process.exit(1));"
"testErrors","Disabled Test (xit)","scripts/seed-users.ts",267,"seedUsers().then(() => process.exit(0)).catch(() => process.exit(1));"
"testErrors","Disabled Test (xit)","scripts/test-auth-config.js",47,"process.exit(0);"
"testErrors","Disabled Test (xit)","scripts/test-auth-config.js",50,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/enhance-api-routes.js",356,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/verify.ts",28,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/create-test-data.js",24,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/create-test-data.js",136,"process.exit(0);"
"testErrors","Disabled Test (xit)","scripts/create-test-data.js",139,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/add-database-indexes.js",163,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/add-database-indexes.js",167,"process.exit(0);"
"testErrors","Disabled Test (xit)","scripts/testing/test-e2e-comprehensive.js",216,"process.exit(failedTests > 0 ? 1 : 0);"
"testErrors","Disabled Test (xit)","scripts/testing/test-e2e-comprehensive.js",221,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/testing/test-auth.js",227,"process.exit(failed === 0 ? 0 : 1);"
"testErrors","Disabled Test (xit)","scripts/testing/test-auth.js",233,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/testing/test-mongodb-comprehensive.js",206,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/testing/test-mongodb-comprehensive.js",225,"process.exit(0);"
"testErrors","Disabled Test (xit)","scripts/testing/test-mongodb-comprehensive.js",230,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/seedData.js",23,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/seedData.js",297,"process.exit(0);"
"testErrors","Disabled Test (xit)","scripts/production-check.js",206,"process.exit(ready ? 0 : 1);"
"testErrors","Disabled Test (xit)","scripts/setup-indexes.ts",8,"process.exit(0);"
"testErrors","Disabled Test (xit)","scripts/setup-indexes.ts",12,"process.exit(0);"
"testErrors","Disabled Test (xit)","scripts/setup-indexes.ts",15,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/seedMarketplace.ts",149,"process.exit(0);"
"testErrors","Disabled Test (xit)","scripts/seedMarketplace.ts",154,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/test-all.ts",102,"process.exit(success ? 0 : 1);"
"testErrors","Disabled Test (xit)","scripts/test-mongodb-atlas.js",14,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/test-mongodb-atlas.js",53,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/seed-aqar-properties.ts",58,"process.exit(0);"
"testErrors","Disabled Test (xit)","scripts/seed-aqar-properties.ts",61,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/fix-null-property-codes.js",69,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/fix-null-property-codes.js",73,"process.exit(0);"
"testErrors","Disabled Test (xit)","scripts/fix-duplicate-keys.js",142,"process.exit(0);"
"testErrors","Disabled Test (xit)","scripts/copilot-index.ts",78,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/copilot-index.ts",86,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/fix-workorder-index.js",91,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/fix-workorder-index.js",103,"process.exit(0);"
"testErrors","Disabled Test (xit)","scripts/fix-workorder-index.js",106,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/security-migration.js",393,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/create-project-text-index.js",59,"process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/verify-api.ts",27,"process.exit(0);"
"testErrors","Disabled Test (xit)","scripts/verify-api.ts",47,"if (failures) process.exit(1);"
"testErrors","Disabled Test (xit)","scripts/mongo-check.ts",4,"process.exit(0);"
"testErrors","Disabled Test (xit)","scripts/mongo-check.ts",19,"process.exit(1);"
"testErrors","Skipped Test","app/api/tenants/route.ts",156,".skip((page - 1) * limit)"
"testErrors","Skipped Test","app/api/invoices/route.ts",246,".skip((page - 1) * limit)"
"testErrors","Skipped Test","app/api/work-orders/route.ts",112,".skip((page - 1) * limit)"
"testErrors","Skipped Test","app/api/vendors/route.ts",150,".skip((page - 1) * limit)"
"testErrors","Skipped Test","app/api/properties/route.ts",177,".skip((page - 1) * limit)"
"testErrors","Skipped Test","app/api/assets/route.ts",172,".skip((page - 1) * limit)"
"testErrors","Skipped Test","app/api/projects/route.ts",151,".skip((page - 1) * limit)"
"testErrors","Skipped Test","app/api/ats/jobs/route.ts",57,".skip((page - 1) * limit)"
"testErrors","Skipped Test","app/api/slas/route.ts",201,".skip((page - 1) * limit)"
"testErrors","Skipped Test","app/api/marketplace/products/route.ts",74,"Product.find({ orgId: context.orgId }).sort({ createdAt: -1 }).skip(skip).limit(query.limit).lean(),"
"testErrors","Skipped Test","app/api/rfqs/route.ts",185,".skip((page - 1) * limit)"
"testErrors","Skipped Test","app/api/public/rfqs/route.test.ts",18,"// - RFQ.find(...).sort(...).skip(...).limit(...).lean()"
"testErrors","Skipped Test","app/api/public/rfqs/route.ts",87,".skip(skip)"
"testErrors","Skipped Test","app/api/aqar/properties/route.ts",99,"const cursor = col.find(filter, { projection }).sort(sortStage).skip(skip).limit(pageSize);"
"testErrors","Skipped Test","app/api/notifications/route.ts",83,"notifications.find(filter).sort({ timestamp: -1 }).skip(skip).limit(limit).toArray(),"
"testErrors","Skipped Test","app/api/support/tickets/route.ts",111,"SupportTicket.find(match).sort({ createdAt: -1 }).skip((page-1)*limit).limit(limit),"
"testErrors","Skipped Test","app/api/help/articles/route.ts",129,".skip(skip)"
"testErrors","Skipped Test","app/api/help/articles/route.ts",146,".skip(skip)"
"testErrors","Skipped Test","app/api/help/articles/route.ts",156,".skip(skip)"
"testErrors","Disabled Test (xit)","test_mongodb.js",43,"testMongoConnection().then(success => process.exit(success ? 0 : 1));"
"testErrors","Disabled Test (xit)","tools/analyzers/analyze-imports.js",194,"process.exit(totalIssues > 0 ? 1 : 0);"
"testErrors","Disabled Test (xit)","tools/analyzers/analyze-system-errors.js",45,"process.exit(1);"
"testErrors","Disabled Test (xit)","tools/wo-smoke.ts",78,"process.exit(1);"
"lintErrors","ESLint Disabled","components/CopilotWidget.tsx",101,"// eslint-disable-next-line @typescript-eslint/no-explicit-any"
"lintErrors","ESLint Disabled","components/marketplace/CatalogView.tsx",279,"// eslint-disable-next-line @next/next/no-img-element"
"lintErrors","ESLint Disabled","src/server/models/marketplace/Product.ts",41,"// eslint-disable-next-line @typescript-eslint/no-explicit-any"
"lintErrors","Expected TypeScript Error","lib/utils.test.ts",64,"// @ts-expect-error Testing runtime robustness against undefined"
"lintErrors","Expected TypeScript Error","lib/utils.test.ts",66,"// @ts-expect-error Testing runtime robustness against null"
"lintErrors","Expected TypeScript Error","lib/utils.test.ts",68,"// @ts-expect-error Testing runtime robustness against number"
"lintErrors","Expected TypeScript Error","lib/utils.test.ts",70,"// @ts-expect-error Testing runtime robustness against object"
"lintErrors","TypeScript Error Suppressed","lib/sla.spec.ts",89,"// @ts-ignore"
"lintErrors","TypeScript Error Suppressed","lib/sla.spec.ts",98,"// @ts-ignore"
"lintErrors","ESLint Disabled","lib/markdown.ts",20,"// eslint-disable-next-line @typescript-eslint/no-explicit-any"
"lintErrors","Console Statement","lib/auth.test.ts",64,"// Helper to replace console.warn so we can assert ephemeral secret warnings"
"lintErrors","ESLint Disabled","lib/db/index.ts",108,"// eslint-disable-next-line @typescript-eslint/no-explicit-any"
"lintErrors","Console Statement","lib/payments/currencyUtils.ts",193,"console.warn(`No exchange rate available for ${fromCurrency} to ${toCurrency}`);"
"lintErrors","TypeScript Error Suppressed","lib/ats/scoring.test.ts",4,"// @ts-ignore"
"lintErrors","TypeScript Error Suppressed","lib/ats/scoring.test.ts",11,"// @ts-ignore testing runtime with non-string-like falsy converted upstream"
"lintErrors","TypeScript Error Suppressed","lib/ats/scoring.test.ts",13,"// @ts-ignore null as unexpected input"
"lintErrors","Expected TypeScript Error","lib/ats/scoring.test.ts",72,"// @ts-expect-error testing runtime behavior on null"
"lintErrors","Expected TypeScript Error","lib/ats/scoring.test.ts",74,"// @ts-expect-error testing runtime behavior on undefined"
"lintErrors","ESLint Disabled","lib/marketplace/serverFetch.ts",88,"// eslint-disable-next-line no-console"
"lintErrors","Console Statement","lib/marketplace/search.ts",48,"console.warn('Marketplace search synonyms unavailable, using defaults', error);"
"lintErrors","ESLint Disabled","lib/marketplace/search.ts",106,"// eslint-disable-next-line @typescript-eslint/no-explicit-any"
"lintErrors","ESLint Disabled","lib/marketplace/search.ts",128,"// eslint-disable-next-line @typescript-eslint/no-explicit-any"
"lintErrors","ESLint Disabled","lib/marketplace/search.ts",132,"// eslint-disable-next-line @typescript-eslint/no-explicit-any"
"lintErrors","ESLint Disabled","lib/marketplace/correlation.ts",61,"// eslint-disable-next-line no-console"
"lintErrors","ESLint Disabled","lib/mongodb-unified.ts",4,"// eslint-disable-next-line no-var, no-unused-vars"
"lintErrors","Console Statement","lib/mongodb-unified.ts",61,"console.log('✅ MongoDB connected successfully');"
"lintErrors","Console Statement","test_zatca.js",1,"console.log(""Testing ZATCA system...""); const crypto = require(""crypto""); const data = { seller: ""Test Seller"", buyer: ""Test Buyer"", total: 100, vat: "
"lintErrors","Console Statement","test_zatca.js",1,"console.log(""Testing ZATCA system...""); const crypto = require(""crypto""); const data = { seller: ""Test Seller"", buyer: ""Test Buyer"", total: 100, vat: "
"lintErrors","Console Statement","test_zatca.js",1,"console.log(""Testing ZATCA system...""); const crypto = require(""crypto""); const data = { seller: ""Test Seller"", buyer: ""Test Buyer"", total: 100, vat: "
"lintErrors","Console Statement","setup.js",1,"const fs = require('fs'); const write = (f, c) => { fs.mkdirSync(require('path').dirname(f), {recursive:true}); fs.writeFileSync(f, c.trim(), 'utf8');"
"lintErrors","Console Statement","packages/fixzit-souq-server/routes/auth.js",15,"console.log('Connected to MongoDB');"
"lintErrors","Console Statement","packages/fixzit-souq-server/routes/auth.js",66,"console.log('Demo users created in MongoDB');"
"lintErrors","Console Statement","packages/fixzit-souq-server/server.js",125,"console.log(`✅ Fixzit Souq Server running on port ${PORT}`);"
"lintErrors","Console Statement","packages/fixzit-souq-server/server.js",126,"console.log(`   Health check: http://localhost:${PORT}/health`);"
"lintErrors","Console Statement","packages/fixzit-souq-server/server.js",128,"console.log(`   DB: ${db.connected ? 'connected' : 'disconnected'}${db.error ? ' — ' + db.error : ''}`);"
"lintErrors","Expected TypeScript Error","qa/qaPatterns.ts",30,"// @ts-expect-error"
"lintErrors","TypeScript Error Suppressed","qa/qaPatterns.ts",32,"//@ts-ignore"
"lintErrors","Console Statement","qa/consoleHijack.ts",3,"const orig = { error: console.error, warn: console.warn, info: console.info };"
"lintErrors","Console Statement","qa/consoleHijack.ts",3,"const orig = { error: console.error, warn: console.warn, info: console.info };"
"lintErrors","Console Statement","qa/consoleHijack.ts",9,"console.warn  = wrap('warn');"
"lintErrors","Console Statement","qa/consoleHijack.ts",10,"console.info  = wrap('info');"
"lintErrors","Console Statement","qa/consoleHijack.ts",11,"return () => { console.error = orig.error; console.warn = orig.warn; console.info = orig.info; };"
"lintErrors","Console Statement","qa/consoleHijack.ts",11,"return () => { console.error = orig.error; console.warn = orig.warn; console.info = orig.info; };"
"lintErrors","Console Statement","scripts/verify-core.ts",10,"console.log('🔍 Verifying core functionality...');"
"lintErrors","Console Statement","scripts/verify-core.ts",14,"console.log('📊 Testing database connection...');"
"lintErrors","Console Statement","scripts/verify-core.ts",16,"console.log('✅ Database connection successful');"
"lintErrors","Console Statement","scripts/verify-core.ts",17,"console.log('📋 Using unified MongoDB connection');"
"lintErrors","Console Statement","scripts/verify-core.ts",20,"console.log('🔐 Testing JWT configuration...');"
"lintErrors","Console Statement","scripts/verify-core.ts",22,"console.log('✅ JWT auth module loaded successfully');"
"lintErrors","Console Statement","scripts/verify-core.ts",25,"console.log('🏢 Testing tenant isolation models...');"
"lintErrors","Console Statement","scripts/verify-core.ts",30,"console.log('✅ HelpArticle model loaded');"
"lintErrors","Console Statement","scripts/verify-core.ts",31,"console.log('✅ CmsPage model loaded');"
"lintErrors","Console Statement","scripts/verify-core.ts",32,"console.log('✅ SupportTicket model loaded');"
"lintErrors","Console Statement","scripts/verify-core.ts",35,"console.log('⚙️ Testing work order functionality...');"
"lintErrors","Console Statement","scripts/verify-core.ts",38,"console.log('✅ Work order repository loaded');"
"lintErrors","Console Statement","scripts/verify-core.ts",41,"console.log('🔄 Testing idempotency system...');"
"lintErrors","Console Statement","scripts/verify-core.ts",44,"console.log(`✅ Idempotency key generated: ${testKey.substring(0, 20)}...`);"
"lintErrors","Console Statement","scripts/verify-core.ts",46,"console.log('🎉 All core functionality verified successfully!');"
"lintErrors","Console Statement","scripts/fix-eslint-errors.js",111,"console.log(`  ✅ Applied: ${fix.name}`);"
"lintErrors","Console Statement","scripts/fix-eslint-errors.js",135,"console.log('🚀 Starting ESLint Error Fix Script');"
"lintErrors","Console Statement","scripts/fix-eslint-errors.js",136,"console.log(`📁 Processing directory: ${process.cwd()}`);"
"lintErrors","Console Statement","scripts/fix-eslint-errors.js",137,"console.log(`🔍 Extensions: ${CONFIG.extensions.join(', ')}`);"
"lintErrors","Console Statement","scripts/fix-eslint-errors.js",138,"console.log(`📝 Dry run: ${CONFIG.dryRun ? 'YES' : 'NO'}\n`);"
"lintErrors","Console Statement","scripts/fix-eslint-errors.js",142,"console.log(`📊 Found ${files.length} files to process\n`);"
"lintErrors","Console Statement","scripts/fix-eslint-errors.js",147,"console.log(`🔧 Processing: ${file}`);"
"lintErrors","Console Statement","scripts/fix-eslint-errors.js",151,"console.log('  ℹ️  No fixes needed');"
"lintErrors","Console Statement","scripts/fix-eslint-errors.js",156,"console.log('\n📈 Summary:');"
"lintErrors","Console Statement","scripts/fix-eslint-errors.js",157,"console.log(`   Files processed: ${stats.filesProcessed}`);"
"lintErrors","Console Statement","scripts/fix-eslint-errors.js",158,"console.log(`   Fixes applied: ${stats.fixesApplied}`);"
"lintErrors","Console Statement","scripts/fix-eslint-errors.js",159,"console.log(`   Errors: ${stats.errors.length}`);"
"lintErrors","Console Statement","scripts/fix-eslint-errors.js",162,"console.log('\n❌ Errors encountered:');"
"lintErrors","Console Statement","scripts/fix-eslint-errors.js",164,"console.log(`   ${file}: ${error}`);"
"lintErrors","Console Statement","scripts/fix-eslint-errors.js",169,"console.log('\n🔍 Running ESLint check...');"
"lintErrors","Console Statement","scripts/fix-eslint-errors.js",172,"console.log('ESLint found remaining issues:');"
"lintErrors","Console Statement","scripts/fix-eslint-errors.js",173,"console.log(stdout);"
"lintErrors","Console Statement","scripts/fix-eslint-errors.js",175,"console.log('✅ ESLint check passed!');"
"lintErrors","Console Statement","scripts/fix-eslint-errors.js",178,"console.log('\n🎉 ESLint fix script completed!');"
"lintErrors","Console Statement","scripts/ensure-indexes.ts",13,"console.log('🚀 Starting index creation process...\n');"
"lintErrors","Console Statement","scripts/ensure-indexes.ts",18,"console.log('✅ Connected to database\n');"
"lintErrors","Console Statement","scripts/ensure-indexes.ts",22,"console.log('\n✅ All indexes created successfully!');"
"lintErrors","Console Statement","scripts/complete-scope-verification.js",12,"console.log('❌ AUTH FAILED - Backend not running?');"
"lintErrors","Console Statement","scripts/complete-scope-verification.js",18,"console.log('\n🔍 COMPLETE SCOPE VERIFICATION - ALL 80+ ENDPOINTS\n');"
"lintErrors","Console Statement","scripts/complete-scope-verification.js",19,"console.log('=' * 60);"
"lintErrors","Console Statement","scripts/complete-scope-verification.js",23,"console.log('❌ Cannot proceed without authentication');"
"lintErrors","Console Statement","scripts/complete-scope-verification.js",182,"console.log(`\n📦 ${module.name.toUpperCase()} MODULE (${module.target} endpoints)`);"
"lintErrors","Console Statement","scripts/complete-scope-verification.js",183,"console.log('-'.repeat(50));"
"lintErrors","Console Statement","scripts/complete-scope-verification.js",210,"console.log(`✅ ${test.name}`);"
"lintErrors","Console Statement","scripts/complete-scope-verification.js",214,"console.log(`❌ ${test.name} - PLACEHOLDER/FAKE`);"
"lintErrors","Console Statement","scripts/complete-scope-verification.js",217,"console.log(`❌ ${test.name} - ERROR/NOT IMPLEMENTED`);"
"lintErrors","Console Statement","scripts/complete-scope-verification.js",230,"console.log(`📊 ${module.name}: ${moduleWorking}/${module.target} = ${modulePercentage}%`);"
"lintErrors","Console Statement","scripts/complete-scope-verification.js",235,"console.log('\n' + '='.repeat(60));"
"lintErrors","Console Statement","scripts/complete-scope-verification.js",236,"console.log('📊 COMPLETE SCOPE VERIFICATION RESULTS');"
"lintErrors","Console Statement","scripts/complete-scope-verification.js",237,"console.log('='.repeat(60));"
"lintErrors","Console Statement","scripts/complete-scope-verification.js",241,"console.log(`${status} ${result.name}: ${result.working}/${result.total} (${result.percentage}%)`);"
"lintErrors","Console Statement","scripts/complete-scope-verification.js",244,"console.log('\n' + '='.repeat(60));"
"lintErrors","Console Statement","scripts/complete-scope-verification.js",245,"console.log(`🎯 OVERALL COMPLETION: ${totalWorking}/${totalEndpoints} = ${overallPercentage}%`);"
"lintErrors","Console Statement","scripts/complete-scope-verification.js",246,"console.log('='.repeat(60));"
"lintErrors","Console Statement","scripts/complete-scope-verification.js",249,"console.log('✅ PHASE 1 TRULY COMPLETE - Can proceed to Phase 2');"
"lintErrors","Console Statement","scripts/complete-scope-verification.js",251,"console.log('⚠️ SIGNIFICANT WORK NEEDED - Fix broken endpoints');"
"lintErrors","Console Statement","scripts/complete-scope-verification.js",253,"console.log('❌ PHASE 1 LARGELY INCOMPLETE - Major implementation required');"
"lintErrors","Console Statement","scripts/complete-scope-verification.js",256,"console.log(`\n🚨 RULE: Cannot claim completion or move to Phase 2 until ≥95% (${Math.ceil(totalEndpoints * 0.95)} endpoints working)`);"
"lintErrors","Console Statement","scripts/replace.js",12,"console.log(`"
"lintErrors","Console Statement","scripts/analyze-project.js",300,"console.log('\n🔍 Analyzing FIXZIT SOUQ Project...\n');"
"lintErrors","Console Statement","scripts/analyze-project.js",301,"console.log(`📁 Project Path: ${path.resolve(CONFIG.projectPath)}`);"
"lintErrors","Console Statement","scripts/analyze-project.js",302,"console.log('⏳ This may take a few minutes for large projects...\n');"
"lintErrors","Console Statement","scripts/analyze-project.js",651,"console.log('\n📊 FIXZIT SOUQ PROJECT ANALYSIS COMPLETE\n');"
"lintErrors","Console Statement","scripts/analyze-project.js",652,"console.log('=' .repeat(60));"
"lintErrors","Console Statement","scripts/analyze-project.js",653,"console.log(`📁 Total Project Size: ${report.summary.totalSizeFormatted}`);"
"lintErrors","Console Statement","scripts/analyze-project.js",654,"console.log(`📄 Files Analyzed: ${report.summary.fileCount.toLocaleString()}`);"
"lintErrors","Console Statement","scripts/analyze-project.js",655,"console.log(`📂 Folders Scanned: ${report.summary.folderCount.toLocaleString()}`);"
"lintErrors","Console Statement","scripts/analyze-project.js",656,"console.log('=' .repeat(60));"
"lintErrors","Console Statement","scripts/analyze-project.js",659,"console.log('\n🗑️  BLOAT SOURCES:');"
"lintErrors","Console Statement","scripts/analyze-project.js",664,"console.log(`   ${folder.padEnd(15)} ${data.sizeFormatted.padStart(10)} (${data.percentage}%)`);"
"lintErrors","Console Statement","scripts/analyze-project.js",668,"console.log('\n📊 TOP 10 LARGEST FILES:');"
"lintErrors","Console Statement","scripts/analyze-project.js",672,"console.log(`   ${marker} ${file.sizeFormatted.padStart(10)} ${file.path}`);"
"lintErrors","Console Statement","scripts/analyze-project.js",676,"console.log('\n📦 TOP FILE EXTENSIONS:');"
"lintErrors","Console Statement","scripts/analyze-project.js",680,"console.log(`   ${(ext || 'none').padEnd(10)} ${this.formatBytes(data.totalSize).padStart(10)} (${percentage}%)`);"
"lintErrors","Console Statement","scripts/analyze-project.js",684,"console.log('\n💡 QUICK CLEANUP RECOMMENDATIONS:');"
"lintErrors","Console Statement","scripts/analyze-project.js",689,"console.log('   🔴 CRITICAL: Over 70% of project is bloat!');"
"lintErrors","Console Statement","scripts/analyze-project.js",691,"console.log('   🟡 WARNING: Over 50% of project is bloat');"
"lintErrors","Console Statement","scripts/analyze-project.js",693,"console.log('   🟢 GOOD: Reasonable bloat levels');"
"lintErrors","Console Statement","scripts/analyze-project.js",698,"console.log(`   • Clean node_modules: rm -rf node_modules && npm install`);"
"lintErrors","Console Statement","scripts/analyze-project.js",701,"console.log(`   • Clean Next.js cache: rm -rf .next`);"
"lintErrors","Console Statement","scripts/analyze-project.js",704,"console.log(`   • Remove log files: find . -name ""*.log"" -delete`);"
"lintErrors","Console Statement","scripts/analyze-project.js",707,"console.log(`   • Found ${report.orphanPackages.length} orphan packages to review`);"
"lintErrors","Console Statement","scripts/analyze-project.js",710,"console.log('\n📄 REPORTS GENERATED:');"
"lintErrors","Console Statement","scripts/analyze-project.js",711,"console.log(`   • JSON Report: ${CONFIG.outputFile}`);"
"lintErrors","Console Statement","scripts/analyze-project.js",712,"console.log(`   • HTML Report: ${CONFIG.htmlReport}`);"
"lintErrors","Console Statement","scripts/analyze-project.js",713,"console.log('\n🎯 Open the HTML report in your browser for interactive analysis!');"
"lintErrors","Console Statement","scripts/phase1-truth-verifier.js",12,"console.log(""\n🔍 VERIFYING PHASE 1 '100% COMPLETE' CLAIM"");"
"lintErrors","Console Statement","scripts/phase1-truth-verifier.js",13,"console.log(""="".repeat(70));"
"lintErrors","Console Statement","scripts/phase1-truth-verifier.js",24,"console.log(`\n📦 Testing ${moduleName}...`);"
