type,key,bare,inEN,inAR,files
USED_MISSING,Cancel,Cancel,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx; /workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,Payment Details,Payment Details,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,Payment Type,Payment Type,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,Payment Received,Payment Received,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,Payment Made,Payment Made,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,Payment Date,Payment Date,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,Reference Number,Reference Number,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,Optional,Optional,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,Amount,Amount,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,Currency,Currency,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,Payment Method,Payment Method,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,Cash,Cash,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,Credit/Debit Card,Credit/Debit Card,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,Bank Transfer,Bank Transfer,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,Cheque,Cheque,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,Online Payment,Online Payment,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,Other,Other,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx; /workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,Deposit To Account,Deposit To Account,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,Loading...,Loading...,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx; /workspaces/Fixzit/components/finance/AccountActivityViewer.tsx"
USED_MISSING,Select Account,Select Account,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,Received From,Received From,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,Paid To,Paid To,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,Party Type,Party Type,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,Tenant,Tenant,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,Customer,Customer,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx; /workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,Vendor,Vendor,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,Supplier,Supplier,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,Owner,Owner,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,Party Name,Party Name,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,Notes,Notes,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,Optional payment notes...,Optional payment notes...,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,Invoice Allocation,Invoice Allocation,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,Hide Invoices,Hide Invoices,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,Allocate to Invoices,Allocate to Invoices,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,Loading invoices...,Loading invoices...,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,No unpaid invoices found,No unpaid invoices found,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,Allocate Equally,Allocate Equally,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,By Due Date,By Due Date,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,Clear All,Clear All,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,Select,Select,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,Invoice #,Invoice #,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,Due Date,Due Date,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,Amount Due,Amount Due,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,Allocate,Allocate,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,Payment Amount,Payment Amount,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,Allocated,Allocated,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,Unallocated,Unallocated,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,Creating...,Creating...,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,Create Payment,Create Payment,false,false,"/workspaces/Fixzit/app/finance/payments/new/page.tsx"
USED_MISSING,status.submitted,status.submitted,false,false,"/workspaces/Fixzit/app/fm/orders/page.tsx"
USED_MISSING,status.approved,status.approved,false,false,"/workspaces/Fixzit/app/fm/orders/page.tsx; /workspaces/Fixzit/app/fm/vendors/page.tsx"
USED_MISSING,status.completed,status.completed,false,false,"/workspaces/Fixzit/app/fm/orders/page.tsx"
USED_MISSING,orders.tabs.purchase,orders.tabs.purchase,false,false,"/workspaces/Fixzit/app/fm/orders/page.tsx"
USED_MISSING,orders.tabs.service,orders.tabs.service,false,false,"/workspaces/Fixzit/app/fm/orders/page.tsx"
USED_MISSING,order.amount,order.amount,false,false,"/workspaces/Fixzit/app/fm/orders/page.tsx"
USED_MISSING,vendors.description,vendors.description,false,false,"/workspaces/Fixzit/app/fm/vendors/page.tsx"
USED_MISSING,status.suspended,status.suspended,false,false,"/workspaces/Fixzit/app/fm/vendors/page.tsx"
USED_MISSING,status.rejected,status.rejected,false,false,"/workspaces/Fixzit/app/fm/vendors/page.tsx"
USED_MISSING,vendor.type,vendor.type,false,false,"/workspaces/Fixzit/app/fm/vendors/page.tsx"
USED_MISSING,vendor.code,vendor.code,false,false,"/workspaces/Fixzit/app/fm/vendors/page.tsx"
USED_MISSING,landing.cta.login,landing.cta.login,false,false,"/workspaces/Fixzit/app/page.tsx"
USED_MISSING,landing.cta.demo,landing.cta.demo,false,false,"/workspaces/Fixzit/app/page.tsx"
USED_MISSING,privacy.encrypted,privacy.encrypted,false,false,"/workspaces/Fixzit/app/privacy/page.tsx"
USED_MISSING,privacy.encryptedDesc,privacy.encryptedDesc,false,false,"/workspaces/Fixzit/app/privacy/page.tsx"
USED_MISSING,privacy.transparent,privacy.transparent,false,false,"/workspaces/Fixzit/app/privacy/page.tsx"
USED_MISSING,privacy.transparentDesc,privacy.transparentDesc,false,false,"/workspaces/Fixzit/app/privacy/page.tsx"
USED_MISSING,privacy.compliant,privacy.compliant,false,false,"/workspaces/Fixzit/app/privacy/page.tsx"
USED_MISSING,privacy.compliantDesc,privacy.compliantDesc,false,false,"/workspaces/Fixzit/app/privacy/page.tsx"
USED_MISSING,privacy.yourRights,privacy.yourRights,false,false,"/workspaces/Fixzit/app/privacy/page.tsx"
USED_MISSING,privacy.yourRightsDesc,privacy.yourRightsDesc,false,false,"/workspaces/Fixzit/app/privacy/page.tsx"
USED_MISSING,privacy.contactTitle,privacy.contactTitle,false,false,"/workspaces/Fixzit/app/privacy/page.tsx"
USED_MISSING,privacy.contactDesc,privacy.contactDesc,false,false,"/workspaces/Fixzit/app/privacy/page.tsx"
USED_MISSING,privacy.email,privacy.email,false,false,"/workspaces/Fixzit/app/privacy/page.tsx"
USED_MISSING,privacy.phone,privacy.phone,false,false,"/workspaces/Fixzit/app/privacy/page.tsx"
USED_MISSING,terms.binding,terms.binding,false,false,"/workspaces/Fixzit/app/terms/page.tsx"
USED_MISSING,terms.bindingDesc,terms.bindingDesc,false,false,"/workspaces/Fixzit/app/terms/page.tsx"
USED_MISSING,terms.fair,terms.fair,false,false,"/workspaces/Fixzit/app/terms/page.tsx"
USED_MISSING,terms.fairDesc,terms.fairDesc,false,false,"/workspaces/Fixzit/app/terms/page.tsx"
USED_MISSING,terms.clear,terms.clear,false,false,"/workspaces/Fixzit/app/terms/page.tsx"
USED_MISSING,terms.clearDesc,terms.clearDesc,false,false,"/workspaces/Fixzit/app/terms/page.tsx"
USED_MISSING,terms.updated,terms.updated,false,false,"/workspaces/Fixzit/app/terms/page.tsx"
USED_MISSING,terms.updatedDesc,terms.updatedDesc,false,false,"/workspaces/Fixzit/app/terms/page.tsx"
USED_MISSING,terms.contactTitle,terms.contactTitle,false,false,"/workspaces/Fixzit/app/terms/page.tsx"
USED_MISSING,terms.contactDesc,terms.contactDesc,false,false,"/workspaces/Fixzit/app/terms/page.tsx"
USED_MISSING,terms.email,terms.email,false,false,"/workspaces/Fixzit/app/terms/page.tsx"
USED_MISSING,terms.phone,terms.phone,false,false,"/workspaces/Fixzit/app/terms/page.tsx"
USED_MISSING,workOrders.sla.watchlist,workOrders.sla.watchlist,false,false,"/workspaces/Fixzit/app/work-orders/sla-watchlist/page.tsx"
USED_MISSING,workOrders.sla.subtitle,workOrders.sla.subtitle,false,false,"/workspaces/Fixzit/app/work-orders/sla-watchlist/page.tsx"
USED_MISSING,workOrders.sla.breached,workOrders.sla.breached,false,false,"/workspaces/Fixzit/app/work-orders/sla-watchlist/page.tsx"
USED_MISSING,workOrders.sla.critical,workOrders.sla.critical,false,false,"/workspaces/Fixzit/app/work-orders/sla-watchlist/page.tsx"
USED_MISSING,workOrders.sla.warning,workOrders.sla.warning,false,false,"/workspaces/Fixzit/app/work-orders/sla-watchlist/page.tsx"
USED_MISSING,workOrders.sla.safe,workOrders.sla.safe,false,false,"/workspaces/Fixzit/app/work-orders/sla-watchlist/page.tsx"
USED_MISSING,workOrders.sla.breachedList,workOrders.sla.breachedList,false,false,"/workspaces/Fixzit/app/work-orders/sla-watchlist/page.tsx"
USED_MISSING,workOrders.sla.criticalList,workOrders.sla.criticalList,false,false,"/workspaces/Fixzit/app/work-orders/sla-watchlist/page.tsx"
USED_MISSING,workOrders.sla.warningList,workOrders.sla.warningList,false,false,"/workspaces/Fixzit/app/work-orders/sla-watchlist/page.tsx"
USED_MISSING,workOrders.sla.safeList,workOrders.sla.safeList,false,false,"/workspaces/Fixzit/app/work-orders/sla-watchlist/page.tsx"
USED_MISSING,workOrders.sla.noActive,workOrders.sla.noActive,false,false,"/workspaces/Fixzit/app/work-orders/sla-watchlist/page.tsx"
USED_MISSING,workOrders.sla.allClear,workOrders.sla.allClear,false,false,"/workspaces/Fixzit/app/work-orders/sla-watchlist/page.tsx"
USED_MISSING,error.boundary.title,error.boundary.title,false,false,"/workspaces/Fixzit/components/ErrorBoundary.tsx"
USED_MISSING,error.boundary.desc,error.boundary.desc,false,false,"/workspaces/Fixzit/components/ErrorBoundary.tsx"
USED_MISSING,error.boundary.ref,error.boundary.ref,false,false,"/workspaces/Fixzit/components/ErrorBoundary.tsx"
USED_MISSING,error.boundary.refresh,error.boundary.refresh,false,false,"/workspaces/Fixzit/components/ErrorBoundary.tsx"
USED_MISSING,loginPrompt.title,loginPrompt.title,false,false,"/workspaces/Fixzit/components/LoginPrompt.tsx"
USED_MISSING,loginPrompt.description,loginPrompt.description,false,false,"/workspaces/Fixzit/components/LoginPrompt.tsx"
USED_MISSING,loginPrompt.welcomeBack,loginPrompt.welcomeBack,false,false,"/workspaces/Fixzit/components/LoginPrompt.tsx"
USED_MISSING,loginPrompt.welcomeMessage,loginPrompt.welcomeMessage,false,false,"/workspaces/Fixzit/components/LoginPrompt.tsx"
USED_MISSING,loginPrompt.signInButton,loginPrompt.signInButton,false,false,"/workspaces/Fixzit/components/LoginPrompt.tsx"
USED_MISSING,loginPrompt.signUpButton,loginPrompt.signUpButton,false,false,"/workspaces/Fixzit/components/LoginPrompt.tsx"
USED_MISSING,loginPrompt.benefitsTitle,loginPrompt.benefitsTitle,false,false,"/workspaces/Fixzit/components/LoginPrompt.tsx"
USED_MISSING,loginPrompt.benefit1,loginPrompt.benefit1,false,false,"/workspaces/Fixzit/components/LoginPrompt.tsx"
USED_MISSING,loginPrompt.benefit2,loginPrompt.benefit2,false,false,"/workspaces/Fixzit/components/LoginPrompt.tsx"
USED_MISSING,loginPrompt.benefit3,loginPrompt.benefit3,false,false,"/workspaces/Fixzit/components/LoginPrompt.tsx"
USED_MISSING,loginPrompt.benefit4,loginPrompt.benefit4,false,false,"/workspaces/Fixzit/components/LoginPrompt.tsx"
USED_MISSING,loginPrompt.benefit5,loginPrompt.benefit5,false,false,"/workspaces/Fixzit/components/LoginPrompt.tsx"
USED_MISSING,loginPrompt.needHelp,loginPrompt.needHelp,false,false,"/workspaces/Fixzit/components/LoginPrompt.tsx"
USED_MISSING,loginPrompt.contactSupport,loginPrompt.contactSupport,false,false,"/workspaces/Fixzit/components/LoginPrompt.tsx"
USED_MISSING,sidebar.mainNav,sidebar.mainNav,false,false,"/workspaces/Fixzit/components/Sidebar.tsx"
USED_MISSING,sidebar.accountInfo,sidebar.accountInfo,false,false,"/workspaces/Fixzit/components/Sidebar.tsx"
USED_MISSING,sidebar.modules,sidebar.modules,false,false,"/workspaces/Fixzit/components/Sidebar.tsx"
USED_MISSING,sidebar.noModules,sidebar.noModules,false,false,"/workspaces/Fixzit/components/Sidebar.tsx"
USED_MISSING,system.verification.failed,system.verification.failed,false,false,"/workspaces/Fixzit/components/SystemVerifier.tsx"
USED_MISSING,system.verification.title,system.verification.title,false,false,"/workspaces/Fixzit/components/SystemVerifier.tsx"
USED_MISSING,system.verification.description,system.verification.description,false,false,"/workspaces/Fixzit/components/SystemVerifier.tsx"
USED_MISSING,system.monitoring.active,system.monitoring.active,false,false,"/workspaces/Fixzit/components/SystemVerifier.tsx"
USED_MISSING,system.monitoring.start,system.monitoring.start,false,false,"/workspaces/Fixzit/components/SystemVerifier.tsx"
USED_MISSING,system.monitoring.stop,system.monitoring.stop,false,false,"/workspaces/Fixzit/components/SystemVerifier.tsx"
USED_MISSING,system.verification.checking,system.verification.checking,false,false,"/workspaces/Fixzit/components/SystemVerifier.tsx"
USED_MISSING,system.verification.verify,system.verification.verify,false,false,"/workspaces/Fixzit/components/SystemVerifier.tsx"
USED_MISSING,system.status.overall,system.status.overall,false,false,"/workspaces/Fixzit/components/SystemVerifier.tsx"
USED_MISSING,system.issues.found,system.issues.found,false,false,"/workspaces/Fixzit/components/SystemVerifier.tsx"
USED_MISSING,system.fixes.applied,system.fixes.applied,false,false,"/workspaces/Fixzit/components/SystemVerifier.tsx; /workspaces/Fixzit/components/SystemVerifier.tsx"
USED_MISSING,system.lastCheck,system.lastCheck,false,false,"/workspaces/Fixzit/components/SystemVerifier.tsx"
USED_MISSING,system.issues.detected,system.issues.detected,false,false,"/workspaces/Fixzit/components/SystemVerifier.tsx"
USED_MISSING,system.components.title,system.components.title,false,false,"/workspaces/Fixzit/components/SystemVerifier.tsx"
USED_MISSING,system.components.description,system.components.description,false,false,"/workspaces/Fixzit/components/SystemVerifier.tsx"
USED_MISSING,system.component.database,system.component.database,false,false,"/workspaces/Fixzit/components/SystemVerifier.tsx"
USED_MISSING,system.component.database.desc,system.component.database.desc,false,false,"/workspaces/Fixzit/components/SystemVerifier.tsx"
USED_MISSING,system.component.network,system.component.network,false,false,"/workspaces/Fixzit/components/SystemVerifier.tsx"
USED_MISSING,system.component.network.desc,system.component.network.desc,false,false,"/workspaces/Fixzit/components/SystemVerifier.tsx"
USED_MISSING,system.component.performance,system.component.performance,false,false,"/workspaces/Fixzit/components/SystemVerifier.tsx"
USED_MISSING,system.component.performance.desc,system.component.performance.desc,false,false,"/workspaces/Fixzit/components/SystemVerifier.tsx"
USED_MISSING,system.autofix.title,system.autofix.title,false,false,"/workspaces/Fixzit/components/SystemVerifier.tsx"
USED_MISSING,system.autofix.description,system.autofix.description,false,false,"/workspaces/Fixzit/components/SystemVerifier.tsx"
USED_MISSING,system.autofix.errorBoundary,system.autofix.errorBoundary,false,false,"/workspaces/Fixzit/components/SystemVerifier.tsx"
USED_MISSING,system.autofix.errorBoundary.desc,system.autofix.errorBoundary.desc,false,false,"/workspaces/Fixzit/components/SystemVerifier.tsx"
USED_MISSING,system.autofix.healthMonitoring,system.autofix.healthMonitoring,false,false,"/workspaces/Fixzit/components/SystemVerifier.tsx"
USED_MISSING,system.autofix.healthMonitoring.desc,system.autofix.healthMonitoring.desc,false,false,"/workspaces/Fixzit/components/SystemVerifier.tsx"
USED_MISSING,system.status.running,system.status.running,false,false,"/workspaces/Fixzit/components/SystemVerifier.tsx"
USED_MISSING,system.status.stopped,system.status.stopped,false,false,"/workspaces/Fixzit/components/SystemVerifier.tsx"
USED_MISSING,system.autofix.autoRecovery,system.autofix.autoRecovery,false,false,"/workspaces/Fixzit/components/SystemVerifier.tsx"
USED_MISSING,system.autofix.autoRecovery.desc,system.autofix.autoRecovery.desc,false,false,"/workspaces/Fixzit/components/SystemVerifier.tsx"
USED_MISSING,system.emergency.title,system.emergency.title,false,false,"/workspaces/Fixzit/components/SystemVerifier.tsx"
USED_MISSING,system.emergency.description,system.emergency.description,false,false,"/workspaces/Fixzit/components/SystemVerifier.tsx"
USED_MISSING,system.emergency.recovery,system.emergency.recovery,false,false,"/workspaces/Fixzit/components/SystemVerifier.tsx"
USED_MISSING,system.reset.confirm,system.reset.confirm,false,false,"/workspaces/Fixzit/components/SystemVerifier.tsx"
USED_MISSING,system.reset.full,system.reset.full,false,false,"/workspaces/Fixzit/components/SystemVerifier.tsx"
USED_MISSING,system.help,system.help,false,false,"/workspaces/Fixzit/components/SystemVerifier.tsx"
USED_MISSING,upgrade.error.invalidEmail,upgrade.error.invalidEmail,false,false,"/workspaces/Fixzit/components/admin/UpgradeModal.tsx"
USED_MISSING,upgrade.feature.enterprise,upgrade.feature.enterprise,false,false,"/workspaces/Fixzit/components/admin/UpgradeModal.tsx"
USED_MISSING,upgrade.error.submitFailed,upgrade.error.submitFailed,false,false,"/workspaces/Fixzit/components/admin/UpgradeModal.tsx"
USED_MISSING,upgrade.title,upgrade.title,false,false,"/workspaces/Fixzit/components/admin/UpgradeModal.tsx"
USED_MISSING,upgrade.description.feature,upgrade.description.feature,false,false,"/workspaces/Fixzit/components/admin/UpgradeModal.tsx"
USED_MISSING,upgrade.description.default,upgrade.description.default,false,false,"/workspaces/Fixzit/components/admin/UpgradeModal.tsx"
USED_MISSING,upgrade.includes.title,upgrade.includes.title,false,false,"/workspaces/Fixzit/components/admin/UpgradeModal.tsx"
USED_MISSING,upgrade.feature.premium,upgrade.feature.premium,false,false,"/workspaces/Fixzit/components/admin/UpgradeModal.tsx"
USED_MISSING,upgrade.feature.api,upgrade.feature.api,false,false,"/workspaces/Fixzit/components/admin/UpgradeModal.tsx"
USED_MISSING,upgrade.feature.support,upgrade.feature.support,false,false,"/workspaces/Fixzit/components/admin/UpgradeModal.tsx"
USED_MISSING,upgrade.feature.sla,upgrade.feature.sla,false,false,"/workspaces/Fixzit/components/admin/UpgradeModal.tsx"
USED_MISSING,upgrade.email.label,upgrade.email.label,false,false,"/workspaces/Fixzit/components/admin/UpgradeModal.tsx"
USED_MISSING,upgrade.email.placeholder,upgrade.email.placeholder,false,false,"/workspaces/Fixzit/components/admin/UpgradeModal.tsx"
USED_MISSING,upgrade.action.later,upgrade.action.later,false,false,"/workspaces/Fixzit/components/admin/UpgradeModal.tsx"
USED_MISSING,upgrade.action.sending,upgrade.action.sending,false,false,"/workspaces/Fixzit/components/admin/UpgradeModal.tsx"
USED_MISSING,upgrade.action.contact,upgrade.action.contact,false,false,"/workspaces/Fixzit/components/admin/UpgradeModal.tsx"
USED_MISSING,upgrade.alternative.prefix,upgrade.alternative.prefix,false,false,"/workspaces/Fixzit/components/admin/UpgradeModal.tsx"
USED_MISSING,upgrade.success.title,upgrade.success.title,false,false,"/workspaces/Fixzit/components/admin/UpgradeModal.tsx"
USED_MISSING,upgrade.success.message,upgrade.success.message,false,false,"/workspaces/Fixzit/components/admin/UpgradeModal.tsx"
USED_MISSING,careers.fullNameRequired,careers.fullNameRequired,false,false,"/workspaces/Fixzit/components/careers/JobApplicationForm.tsx"
USED_MISSING,careers.emailRequired,careers.emailRequired,false,false,"/workspaces/Fixzit/components/careers/JobApplicationForm.tsx"
USED_MISSING,careers.emailInvalid,careers.emailInvalid,false,false,"/workspaces/Fixzit/components/careers/JobApplicationForm.tsx"
USED_MISSING,careers.phoneInvalid,careers.phoneInvalid,false,false,"/workspaces/Fixzit/components/careers/JobApplicationForm.tsx"
USED_MISSING,careers.linkedinInvalid,careers.linkedinInvalid,false,false,"/workspaces/Fixzit/components/careers/JobApplicationForm.tsx; /workspaces/Fixzit/components/careers/JobApplicationForm.tsx"
USED_MISSING,careers.experienceInvalid,careers.experienceInvalid,false,false,"/workspaces/Fixzit/components/careers/JobApplicationForm.tsx"
USED_MISSING,careers.resumeRequired,careers.resumeRequired,false,false,"/workspaces/Fixzit/components/careers/JobApplicationForm.tsx"
USED_MISSING,careers.resumeType,careers.resumeType,false,false,"/workspaces/Fixzit/components/careers/JobApplicationForm.tsx"
USED_MISSING,careers.resumeSize,careers.resumeSize,false,false,"/workspaces/Fixzit/components/careers/JobApplicationForm.tsx"
USED_MISSING,careers.spamDetected,careers.spamDetected,false,false,"/workspaces/Fixzit/components/careers/JobApplicationForm.tsx"
USED_MISSING,careers.tooMany,careers.tooMany,false,false,"/workspaces/Fixzit/components/careers/JobApplicationForm.tsx"
USED_MISSING,careers.applyFailed,careers.applyFailed,false,false,"/workspaces/Fixzit/components/careers/JobApplicationForm.tsx; /workspaces/Fixzit/components/careers/JobApplicationForm.tsx"
USED_MISSING,careers.applySuccess,careers.applySuccess,false,false,"/workspaces/Fixzit/components/careers/JobApplicationForm.tsx"
USED_MISSING,careers.fullName,careers.fullName,false,false,"/workspaces/Fixzit/components/careers/JobApplicationForm.tsx"
USED_MISSING,careers.fullNamePh,careers.fullNamePh,false,false,"/workspaces/Fixzit/components/careers/JobApplicationForm.tsx"
USED_MISSING,careers.emailPh,careers.emailPh,false,false,"/workspaces/Fixzit/components/careers/JobApplicationForm.tsx"
USED_MISSING,careers.phonePh,careers.phonePh,false,false,"/workspaces/Fixzit/components/careers/JobApplicationForm.tsx"
USED_MISSING,careers.locationPh,careers.locationPh,false,false,"/workspaces/Fixzit/components/careers/JobApplicationForm.tsx"
USED_MISSING,careers.experience,careers.experience,false,false,"/workspaces/Fixzit/components/careers/JobApplicationForm.tsx"
USED_MISSING,careers.linkedin,careers.linkedin,false,false,"/workspaces/Fixzit/components/careers/JobApplicationForm.tsx"
USED_MISSING,careers.skills,careers.skills,false,false,"/workspaces/Fixzit/components/careers/JobApplicationForm.tsx"
USED_MISSING,careers.skillsPh,careers.skillsPh,false,false,"/workspaces/Fixzit/components/careers/JobApplicationForm.tsx"
USED_MISSING,careers.skillsHint,careers.skillsHint,false,false,"/workspaces/Fixzit/components/careers/JobApplicationForm.tsx"
